pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""1""";"=""1""";"=""CHAN ALVAREZ Rosa Maria""";"=""10.05.1997""";"=""MEX""";"=""44""";"=""44.00""";"=""51""";"=""54""";"=""* 56""";"=""54""";"=""66""";"=""70""";"=""* 73""";"=""70""";"=""124""";"=""2014 PAN-AMERICAN YOUTH CH. (YOG Qualification)""";"=""05.2014""";
"=""1""";"=""W""";"=""2""";"=""2""";"=""2""";"=""JUNKAR ACERO Kely Valentina""";"=""14.11.2001""";"=""COL""";"=""44""";"=""43.41""";"=""50""";"=""* 53""";"=""53""";"=""53""";"=""60""";"=""63""";"=""65""";"=""65""";"=""118""";"=""2014 PAN-AMERICAN YOUTH CH. (YOG Qualification)""";"=""05.2014""";
"=""2""";"=""W""";"=""3""";"=""3""";"=""3""";"=""LAHUANAMPA CASTILLO Melina Alicia""";"=""18.12.1999""";"=""PER""";"=""44""";"=""42.59""";"=""42""";"=""44""";"=""* 46""";"=""44""";"=""52""";"=""55""";"=""57""";"=""57""";"=""101""";"=""2014 PAN-AMERICAN YOUTH CH. (YOG Qualification)""";"=""05.2014""";
"=""3""";"=""W""";"=""4""";"=""4""";"=""4""";"=""DE CANDIDO Abril""";"=""13.07.2001""";"=""ARG""";"=""44""";"=""41.67""";"=""38""";"=""40""";"=""42""";"=""42""";"=""46""";"=""48""";"=""50""";"=""50""";"=""92""";"=""2014 PAN-AMERICAN YOUTH CH. (YOG Qualification)""";"=""05.2014""";
"=""4""";"=""W""";"=""1""";"=""3""";"=""1""";"=""JIMENEZ PALECHOR Julieth Alexandra""";"=""25.03.1999""";"=""COL""";"=""48""";"=""47.97""";"=""59""";"=""61""";"=""* 63""";"=""61""";"=""79""";"=""82""";"=""85""";"=""85""";"=""146""";"=""2014 PAN-AMERICAN YOUTH CH. (YOG Qualification)""";"=""05.2014""";
"=""5""";"=""W""";"=""2""";"=""2""";"=""3""";"=""ROSA FIGUEIREDO Emily""";"=""18.03.1998""";"=""BRA""";"=""48""";"=""47.12""";"=""57""";"=""60""";"=""62""";"=""62""";"=""75""";"=""78""";"=""* 80""";"=""78""";"=""140""";"=""2014 PAN-AMERICAN YOUTH CH. (YOG Qualification)""";"=""05.2014""";
"=""6""";"=""W""";"=""3""";"=""5""";"=""2""";"=""BARCO RAMIREZ Maria Isabel""";"=""22.04.1999""";"=""MEX""";"=""48""";"=""47.68""";"=""* 56""";"=""56""";"=""60""";"=""60""";"=""* 75""";"=""75""";"=""80""";"=""80""";"=""140""";"=""2014 PAN-AMERICAN YOUTH CH. (YOG Qualification)""";"=""05.2014""";
"=""7""";"=""W""";"=""4""";"=""1""";"=""5""";"=""SANMARTIN MATUTE Cinthya Elizabeth""";"=""04.04.1997""";"=""ECU""";"=""48""";"=""47.23""";"=""58""";"=""61""";"=""63""";"=""63""";"=""75""";"=""* 79""";"=""* 79""";"=""75""";"=""138""";"=""2014 PAN-AMERICAN YOUTH CH. (YOG Qualification)""";"=""05.2014""";
"=""8""";"=""W""";"=""5""";"=""4""";"=""4""";"=""SEEGERT Megan Marie""";"=""07.07.1998""";"=""USA""";"=""48""";"=""48.00""";"=""56""";"=""58""";"=""61""";"=""61""";"=""73""";"=""77""";"=""* 81""";"=""77""";"=""138""";"=""2014 PAN-AMERICAN YOUTH CH. (YOG Qualification)""";"=""05.2014""";
"=""9""";"=""W""";"=""6""";"=""6""";"=""6""";"=""CUEVA URIBE Fiorella Francesca""";"=""04.02.1998""";"=""PER""";"=""48""";"=""47.67""";"=""47""";"=""50""";"=""52""";"=""52""";"=""67""";"=""70""";"=""72""";"=""72""";"=""124""";"=""2014 PAN-AMERICAN YOUTH CH. (YOG Qualification)""";"=""05.2014""";
"=""10""";"=""W""";"=""7""";"=""7""";"=""7""";"=""SILVA Guadalupe""";"=""20.07.1998""";"=""ARG""";"=""48""";"=""46.91""";"=""45""";"=""* 48""";"=""48""";"=""48""";"=""60""";"=""62""";"=""64""";"=""64""";"=""112""";"=""2014 PAN-AMERICAN YOUTH CH. (YOG Qualification)""";"=""05.2014""";
"=""11""";"=""M""";"=""1""";"=""1""";"=""1""";"=""FERRUZOLA ALAVA Rafael Patricio""";"=""16.10.1997""";"=""ECU""";"=""50""";"=""49.17""";"=""84""";"=""* 88""";"=""88""";"=""88""";"=""104""";"=""107""";"=""112""";"=""112""";"=""200""";"=""2014 PAN-AMERICAN YOUTH CH. (YOG Qualification)""";"=""05.2014""";
"=""12""";"=""M""";"=""2""";"=""2""";"=""4""";"=""RAMIREZ VIRGILIO Julian Rodolfo""";"=""23.10.1997""";"=""MEX""";"=""50""";"=""49.95""";"=""79""";"=""81""";"=""85""";"=""85""";"=""95""";"=""101""";"=""*104""";"=""101""";"=""186""";"=""2014 PAN-AMERICAN YOUTH CH. (YOG Qualification)""";"=""05.2014""";
"=""13""";"=""M""";"=""3""";"=""3""";"=""3""";"=""CASQUETE BURGOS Bryan Alexander""";"=""10.07.1997""";"=""ECU""";"=""50""";"=""49.63""";"=""77""";"=""* 80""";"=""80""";"=""80""";"=""102""";"=""105""";"=""*106""";"=""105""";"=""185""";"=""2014 PAN-AMERICAN YOUTH CH. (YOG Qualification)""";"=""05.2014""";
"=""14""";"=""M""";"=""4""";"=""5""";"=""2""";"=""CRUZ LOPEZ Dario Enrique""";"=""23.08.1997""";"=""GUA""";"=""50""";"=""49.65""";"=""75""";"=""* 79""";"=""79""";"=""79""";"=""98""";"=""103""";"=""106""";"=""106""";"=""185""";"=""2014 PAN-AMERICAN YOUTH CH. (YOG Qualification)""";"=""05.2014""";
