pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""PIRON CANDELARIO Beatriz Elizabeth""";"=""27.02.1995""";"=""DOM""";"=""44""";"=""43.00""";"=""57""";"=""60""";"=""62""";"=""62""";"=""70""";"=""73""";"=""76""";"=""76""";"=""138""";"=""PAN AMERICAN YOUTH (-17) CHAMPIONSHIPS""";"=""04.2011""";
"=""1""";"=""w""";"=""2""";"=""2""";"=""2""";"=""LAZARO Areibis Coromoto""";"=""20.01.1994""";"=""VEN""";"=""44""";"=""43.80""";"=""54""";"=""*57""";"=""57""";"=""57""";"=""65""";"=""70""";"=""*74""";"=""70""";"=""127""";"=""PAN AMERICAN YOUTH (-17) CHAMPIONSHIPS""";"=""04.2011""";
"=""2""";"=""w""";"=""3""";"=""3""";"=""3""";"=""LONDONO Jessica""";"=""03.04.1995""";"=""COL""";"=""44""";"=""43.50""";"=""53""";"=""*56""";"=""56""";"=""56""";"=""65""";"=""67""";"=""*72""";"=""67""";"=""123""";"=""PAN AMERICAN YOUTH (-17) CHAMPIONSHIPS""";"=""04.2011""";
"=""3""";"=""w""";"=""4""";"=""4""";"=""4""";"=""SOLIS Magaly""";"=""01.01.1997""";"=""ECU""";"=""44""";"=""42.90""";"=""45""";"=""48""";"=""*50""";"=""48""";"=""57""";"=""62""";"=""65""";"=""65""";"=""113""";"=""PAN AMERICAN YOUTH (-17) CHAMPIONSHIPS""";"=""04.2011""";
"=""4""";"=""w""";"=""1""";"=""1""";"=""1""";"=""LIEDO Branny""";"=""29.05.1994""";"=""VEN""";"=""48""";"=""47.30""";"=""60""";"=""*63""";"=""63""";"=""63""";"=""78""";"=""82""";"=""85""";"=""85""";"=""148""";"=""PAN AMERICAN YOUTH (-17) CHAMPIONSHIPS""";"=""04.2011""";
"=""5""";"=""w""";"=""2""";"=""2""";"=""2""";"=""DUENAS Ana Maria""";"=""09.03.1995""";"=""COL""";"=""48""";"=""46.80""";"=""57""";"=""60""";"=""62""";"=""62""";"=""78""";"=""81""";"=""*82""";"=""81""";"=""143""";"=""PAN AMERICAN YOUTH (-17) CHAMPIONSHIPS""";"=""04.2011""";
"=""6""";"=""w""";"=""3""";"=""4""";"=""3""";"=""PRIMERA Osleanny""";"=""01.01.1994""";"=""VEN""";"=""48""";"=""47.80""";"=""*57""";"=""57""";"=""*61""";"=""57""";"=""74""";"=""*78""";"=""*81""";"=""74""";"=""131""";"=""PAN AMERICAN YOUTH (-17) CHAMPIONSHIPS""";"=""04.2011""";
"=""7""";"=""w""";"=""4""";"=""3""";"=""4""";"=""SILVESTRE VELGAR Yafreisy""";"=""06.01.1995""";"=""DOM""";"=""48""";"=""47.00""";"=""55""";"=""*57""";"=""57""";"=""57""";"=""73""";"=""*75""";"=""*78""";"=""73""";"=""130""";"=""PAN AMERICAN YOUTH (-17) CHAMPIONSHIPS""";"=""04.2011""";
"=""8""";"=""w""";"=""5""";"=""5""";"=""5""";"=""CURI HUARCA Cindy Lisbeth""";"=""18.04.1996""";"=""PER""";"=""48""";"=""47.50""";"=""42""";"=""*47""";"=""*47""";"=""42""";"=""58""";"=""*63""";"=""63""";"=""63""";"=""105""";"=""PAN AMERICAN YOUTH (-17) CHAMPIONSHIPS""";"=""04.2011""";
"=""9""";"=""m""";"=""1""";"=""1""";"=""1""";"=""POSADA Alejandro""";"=""28.09.1994""";"=""COL""";"=""50""";"=""49.70""";"=""80""";"=""86""";"=""89""";"=""89""";"=""100""";"=""106""";"=""*110""";"=""106""";"=""195""";"=""PAN AMERICAN YOUTH (-17) CHAMPIONSHIPS""";"=""04.2011""";
"=""10""";"=""m""";"=""2""";"=""2""";"=""2""";"=""SANCHEZ QUINCHIA Nicolas""";"=""25.02.1996""";"=""COL""";"=""50""";"=""49.50""";"=""80""";"=""85""";"=""*88""";"=""85""";"=""100""";"=""*105""";"=""*105""";"=""100""";"=""185""";"=""PAN AMERICAN YOUTH (-17) CHAMPIONSHIPS""";"=""04.2011""";
"=""11""";"=""m""";"=""3""";"=""4""";"=""3""";"=""NIETO Moises""";"=""01.01.1996""";"=""VEN""";"=""50""";"=""49.20""";"=""75""";"=""*78""";"=""*78""";"=""75""";"=""*92""";"=""92""";"=""98""";"=""98""";"=""173""";"=""PAN AMERICAN YOUTH (-17) CHAMPIONSHIPS""";"=""04.2011""";
"=""12""";"=""m""";"=""4""";"=""5""";"=""4""";"=""MARTINEZ Jordanlee Fabrizzio""";"=""23.09.1994""";"=""CHI""";"=""50""";"=""49.70""";"=""*74""";"=""74""";"=""*78""";"=""74""";"=""*95""";"=""95""";"=""97""";"=""97""";"=""171""";"=""PAN AMERICAN YOUTH (-17) CHAMPIONSHIPS""";"=""04.2011""";
