pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""---""";"=""---""";"=""BURGOS ORTIZ Lely Berlitt""";"=""06.06.1985""";"=""PUR""";"=""48""";"=""47.49""";"=""*71""";"=""71""";"=""*75""";"=""71""";"=""90""";"=""95""";"=""99""";"=""99""";"=""170""";"=""2011 PAN AMERICAN GAMES""";"=""10.2011""";
"=""1""";"=""w""";"=""2""";"=""---""";"=""---""";"=""RIVAS ARTEAGA Betsi Gabriela""";"=""02.10.1986""";"=""VEN""";"=""48""";"=""47.34""";"=""73""";"=""*75""";"=""*75""";"=""73""";"=""92""";"=""94""";"=""96""";"=""96""";"=""169""";"=""2011 PAN AMERICAN GAMES""";"=""10.2011""";
"=""2""";"=""w""";"=""3""";"=""---""";"=""---""";"=""MERCADO VILLARREAL Katherin""";"=""20.05.1990""";"=""COL""";"=""48""";"=""46.99""";"=""70""";"=""73""";"=""*75""";"=""73""";"=""90""";"=""92""";"=""*94""";"=""92""";"=""165""";"=""2011 PAN AMERICAN GAMES""";"=""10.2011""";
"=""3""";"=""w""";"=""4""";"=""---""";"=""---""";"=""REYES POZO Carolanni""";"=""13.07.1991""";"=""DOM""";"=""48""";"=""47.44""";"=""*70""";"=""*70""";"=""70""";"=""70""";"=""*87""";"=""87""";"=""*91""";"=""87""";"=""157""";"=""2011 PAN AMERICAN GAMES""";"=""10.2011""";
"=""4""";"=""w""";"=""5""";"=""---""";"=""---""";"=""MURCIA VARGAS Genesis Nohemy""";"=""18.09.1990""";"=""ESA""";"=""48""";"=""47.39""";"=""*68""";"=""68""";"=""*71""";"=""68""";"=""83""";"=""*85""";"=""85""";"=""85""";"=""153""";"=""2011 PAN AMERICAN GAMES""";"=""10.2011""";
"=""5""";"=""w""";"=""6""";"=""---""";"=""---""";"=""SILVESTRE SOSA Georgina Marieli""";"=""15.09.1991""";"=""DOM""";"=""48""";"=""46.13""";"=""70""";"=""*72""";"=""*72""";"=""70""";"=""82""";"=""*85""";"=""*85""";"=""82""";"=""152""";"=""2011 PAN AMERICAN GAMES""";"=""10.2011""";
"=""6""";"=""w""";"=""7""";"=""---""";"=""---""";"=""REXROAD Kelly Elizabeth""";"=""30.03.1978""";"=""USA""";"=""48""";"=""47.44""";"=""68""";"=""*70""";"=""*70""";"=""68""";"=""82""";"=""*84""";"=""*84""";"=""82""";"=""150""";"=""2011 PAN AMERICAN GAMES""";"=""10.2011""";
"=""7""";"=""w""";"=""8""";"=""---""";"=""---""";"=""CAVERO Maria Eugenia""";"=""22.04.1977""";"=""ARG""";"=""48""";"=""46.73""";"=""63""";"=""66""";"=""*69""";"=""66""";"=""80""";"=""*84""";"=""*84""";"=""80""";"=""146""";"=""2011 PAN AMERICAN GAMES""";"=""10.2011""";
"=""8""";"=""w""";"=""9""";"=""---""";"=""---""";"=""RAMIREZ CHUMACERO Fiorela Del Rocio""";"=""18.05.1991""";"=""PER""";"=""48""";"=""47.48""";"=""58""";"=""*62""";"=""*62""";"=""58""";"=""73""";"=""78""";"=""*82""";"=""78""";"=""136""";"=""2011 PAN AMERICAN GAMES""";"=""10.2011""";
"=""9""";"=""w""";"=""1""";"=""---""";"=""---""";"=""CONTRERAS Yuderqui Maridalia""";"=""27.03.1986""";"=""DOM""";"=""53""";"=""52.63""";"=""91""";"=""*96""";"=""96""";"=""96""";"=""*110""";"=""110""";"=""*115""";"=""110""";"=""206""";"=""2011 PAN AMERICAN GAMES""";"=""10.2011""";
"=""10""";"=""w""";"=""2""";"=""---""";"=""---""";"=""HENRRIQUEZ GONZALEZ Inmara Tibisay""";"=""23.09.1981""";"=""VEN""";"=""53""";"=""52.57""";"=""*80""";"=""80""";"=""*83""";"=""80""";"=""107""";"=""*109""";"=""109""";"=""109""";"=""189""";"=""2011 PAN AMERICAN GAMES""";"=""10.2011""";
"=""11""";"=""w""";"=""3""";"=""---""";"=""---""";"=""PENUNURI VERDUGO Francia Natalie""";"=""19.09.1984""";"=""MEX""";"=""53""";"=""52.41""";"=""78""";"=""81""";"=""83""";"=""83""";"=""99""";"=""102""";"=""105""";"=""105""";"=""188""";"=""2011 PAN AMERICAN GAMES""";"=""10.2011""";
"=""12""";"=""w""";"=""4""";"=""---""";"=""---""";"=""REYES MARINEZ Yineisy Paola""";"=""08.11.1993""";"=""DOM""";"=""53""";"=""52.86""";"=""83""";"=""86""";"=""88""";"=""88""";"=""95""";"=""*99""";"=""*99""";"=""95""";"=""183""";"=""2011 PAN AMERICAN GAMES""";"=""10.2011""";
"=""13""";"=""w""";"=""5""";"=""---""";"=""---""";"=""KATZENMEIER Hilary""";"=""22.08.1988""";"=""USA""";"=""53""";"=""52.60""";"=""75""";"=""*78""";"=""*78""";"=""75""";"=""93""";"=""97""";"=""100""";"=""100""";"=""175""";"=""2011 PAN AMERICAN GAMES""";"=""10.2011""";
"=""14""";"=""w""";"=""6""";"=""---""";"=""---""";"=""VERON Malvina Soledad""";"=""11.06.1989""";"=""ARG""";"=""53""";"=""52.03""";"=""72""";"=""*76""";"=""*76""";"=""72""";"=""93""";"=""*98""";"=""*98""";"=""93""";"=""165""";"=""2011 PAN AMERICAN GAMES""";"=""10.2011""";
"=""15""";"=""w""";"=""7""";"=""---""";"=""---""";"=""ANDAGOYA Alexandra""";"=""25.11.1988""";"=""ECU""";"=""53""";"=""52.89""";"=""67""";"=""*70""";"=""*70""";"=""67""";"=""90""";"=""*94""";"=""94""";"=""94""";"=""161""";"=""2011 PAN AMERICAN GAMES""";"=""10.2011""";
