pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""2""";"=""RYPINSKAYA Yulia""";"=""13.07.1994""";"=""BLR""";"=""44""";"=""43.54""";"=""54""";"=""58""";"=""60""";"=""60""";"=""70""";"=""73""";"=""75""";"=""75""";"=""135""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2011""";
"=""1""";"=""w""";"=""2""";"=""5""";"=""1""";"=""KORKMAZ Fatma""";"=""01.01.1994""";"=""TUR""";"=""44""";"=""42.73""";"=""52""";"=""55""";"=""*57""";"=""55""";"=""70""";"=""73""";"=""75""";"=""75""";"=""130""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2011""";
"=""2""";"=""w""";"=""3""";"=""6""";"=""3""";"=""BROASCA I. Adelina""";"=""25.03.1995""";"=""ROU""";"=""44""";"=""43.58""";"=""52""";"=""55""";"=""*58""";"=""55""";"=""68""";"=""*71""";"=""71""";"=""71""";"=""126""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2011""";
"=""3""";"=""w""";"=""4""";"=""2""";"=""5""";"=""FERNANDEZ GARCIA Olga Maria""";"=""21.04.1997""";"=""ESP""";"=""44""";"=""41.64""";"=""54""";"=""56""";"=""57""";"=""57""";"=""66""";"=""68""";"=""*71""";"=""68""";"=""125""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2011""";
"=""4""";"=""w""";"=""5""";"=""3""";"=""4""";"=""LIAKHAVETS Alena""";"=""19.07.1995""";"=""BLR""";"=""44""";"=""37.20""";"=""51""";"=""54""";"=""56""";"=""56""";"=""64""";"=""68""";"=""*70""";"=""68""";"=""124""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2011""";
"=""5""";"=""w""";"=""6""";"=""4""";"=""7""";"=""PAGLIARO Alessandra""";"=""16.07.1997""";"=""ITA""";"=""44""";"=""43.16""";"=""51""";"=""54""";"=""56""";"=""56""";"=""61""";"=""65""";"=""*67""";"=""65""";"=""121""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2011""";
"=""6""";"=""w""";"=""7""";"=""7""";"=""6""";"=""MOKHINA Iana""";"=""06.08.1996""";"=""RUS""";"=""44""";"=""43.75""";"=""50""";"=""53""";"=""*55""";"=""53""";"=""62""";"=""67""";"=""*73""";"=""67""";"=""120""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2011""";
"=""7""";"=""w""";"=""8""";"=""8""";"=""8""";"=""KOHA Rebeka""";"=""19.05.1998""";"=""LAT""";"=""44""";"=""38.85""";"=""48""";"=""50""";"=""51""";"=""51""";"=""58""";"=""60""";"=""*62""";"=""60""";"=""111""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2011""";
"=""8""";"=""w""";"=""9""";"=""9""";"=""9""";"=""SZLASA Emilia Monika""";"=""27.01.1995""";"=""POL""";"=""44""";"=""43.17""";"=""47""";"=""50""";"=""51""";"=""51""";"=""57""";"=""60""";"=""*63""";"=""60""";"=""111""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2011""";
"=""9""";"=""w""";"=""10""";"=""10""";"=""10""";"=""MAIRE Laura""";"=""16.02.1996""";"=""FRA""";"=""44""";"=""43.42""";"=""48""";"=""50""";"=""*52""";"=""50""";"=""58""";"=""60""";"=""*62""";"=""60""";"=""110""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2011""";
"=""10""";"=""w""";"=""11""";"=""11""";"=""11""";"=""PANDOVA Daniela Ivanova""";"=""16.09.1994""";"=""BUL""";"=""44""";"=""43.60""";"=""40""";"=""42""";"=""*45""";"=""42""";"=""50""";"=""55""";"=""*57""";"=""55""";"=""97""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2011""";
"=""11""";"=""w""";"=""12""";"=""12""";"=""12""";"=""LASKER Revital""";"=""04.05.1998""";"=""ISR""";"=""44""";"=""42.99""";"=""35""";"=""40""";"=""*42""";"=""40""";"=""42""";"=""44""";"=""45""";"=""45""";"=""85""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2011""";
"=""12""";"=""w""";"=""1""";"=""3""";"=""1""";"=""PRICOP Laura Ionela""";"=""30.11.1996""";"=""ROU""";"=""48""";"=""47.09""";"=""58""";"=""60""";"=""*63""";"=""60""";"=""79""";"=""82""";"=""85""";"=""85""";"=""145""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2011""";
"=""13""";"=""w""";"=""2""";"=""1""";"=""2""";"=""BAYMULKINA Irina""";"=""03.01.1995""";"=""RUS""";"=""48""";"=""47.30""";"=""60""";"=""63""";"=""65""";"=""65""";"=""74""";"=""*79""";"=""*79""";"=""74""";"=""139""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2011""";
"=""14""";"=""w""";"=""3""";"=""4""";"=""3""";"=""SAHIN Gamze""";"=""15.11.1995""";"=""TUR""";"=""48""";"=""47.43""";"=""55""";"=""58""";"=""60""";"=""60""";"=""*71""";"=""71""";"=""---""";"=""71""";"=""131""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2011""";
