pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""TIAN Yuan""";"=""29.01.1993""";"=""CHN""";"=""48""";"=""47.65""";"=""75""";"=""80""";"=""85""";"=""85""";"=""100""";"=""105""";"=""*110""";"=""105""";"=""190""";"=""CHINA IWF GRAND PRIX""";"=""01.2011""";
"=""1""";"=""w""";"=""2""";"=""2""";"=""2""";"=""PRAMONGKHOL Sirivimon""";"=""29.11.1994""";"=""THA""";"=""48""";"=""47.50""";"=""61""";"=""70""";"=""*75""";"=""70""";"=""90""";"=""100""";"=""*105""";"=""100""";"=""170""";"=""CHINA IWF GRAND PRIX""";"=""01.2011""";
"=""2""";"=""w""";"=""3""";"=""3""";"=""3""";"=""RAKOTONDRAMANANA Harinelina Nathalia""";"=""15.01.1989""";"=""MAD""";"=""48""";"=""45.35""";"=""50""";"=""*55""";"=""*55""";"=""50""";"=""65""";"=""*70""";"=""*75""";"=""65""";"=""115""";"=""CHINA IWF GRAND PRIX""";"=""01.2011""";
"=""3""";"=""w""";"=""1""";"=""1""";"=""1""";"=""CHEN Xiaoting""";"=""11.01.1991""";"=""CHN""";"=""53""";"=""52.55""";"=""80""";"=""85""";"=""90""";"=""90""";"=""105""";"=""110""";"=""115""";"=""115""";"=""205""";"=""CHINA IWF GRAND PRIX""";"=""01.2011""";
"=""4""";"=""w""";"=""2""";"=""2""";"=""2""";"=""LWIN Aye Thanda Lw.""";"=""26.03.1991""";"=""MYA""";"=""53""";"=""51.60""";"=""70""";"=""*75""";"=""*75""";"=""70""";"=""85""";"=""90""";"=""95""";"=""95""";"=""165""";"=""CHINA IWF GRAND PRIX""";"=""01.2011""";
"=""5""";"=""w""";"=""3""";"=""3""";"=""3""";"=""AKTHER Fayema""";"=""01.01.1988""";"=""BAN""";"=""53""";"=""53.00""";"=""55""";"=""60""";"=""65""";"=""65""";"=""65""";"=""75""";"=""---""";"=""75""";"=""140""";"=""CHINA IWF GRAND PRIX""";"=""01.2011""";
"=""6""";"=""m""";"=""1""";"=""1""";"=""1""";"=""WU Jingbiao""";"=""10.01.1989""";"=""CHN""";"=""56""";"=""56.00""";"=""120""";"=""130""";"=""*133""";"=""130""";"=""140""";"=""150""";"=""155""";"=""155""";"=""285""";"=""CHINA IWF GRAND PRIX""";"=""01.2011""";
"=""7""";"=""m""";"=""2""";"=""2""";"=""2""";"=""AMIRUL Hamizan Bin Ibrahim""";"=""03.12.1981""";"=""MAS""";"=""56""";"=""56.00""";"=""91""";"=""100""";"=""105""";"=""105""";"=""110""";"=""120""";"=""130""";"=""130""";"=""235""";"=""CHINA IWF GRAND PRIX""";"=""01.2011""";
"=""8""";"=""w""";"=""1""";"=""1""";"=""1""";"=""DENG Wei""";"=""14.02.1993""";"=""CHN""";"=""58""";"=""57.25""";"=""*85""";"=""85""";"=""90""";"=""90""";"=""110""";"=""115""";"=""120""";"=""120""";"=""210""";"=""CHINA IWF GRAND PRIX""";"=""01.2011""";
"=""9""";"=""w""";"=""2""";"=""2""";"=""2""";"=""DIAZ Hidilyn """;"=""20.02.1991""";"=""PHI""";"=""58""";"=""56.45""";"=""*80""";"=""80""";"=""85""";"=""85""";"=""100""";"=""105""";"=""110""";"=""110""";"=""195""";"=""CHINA IWF GRAND PRIX""";"=""01.2011""";
"=""10""";"=""w""";"=""3""";"=""3""";"=""3""";"=""HOSNI Nadia""";"=""29.08.1987""";"=""TUN""";"=""58""";"=""56.95""";"=""70""";"=""*75""";"=""76""";"=""76""";"=""92""";"=""97""";"=""*101""";"=""97""";"=""173""";"=""CHINA IWF GRAND PRIX""";"=""01.2011""";
"=""11""";"=""m""";"=""1""";"=""1""";"=""1""";"=""DING Jianjun""";"=""06.10.1989""";"=""CHN""";"=""62""";"=""61.80""";"=""135""";"=""*140""";"=""140""";"=""140""";"=""155""";"=""*160""";"=""166""";"=""166""";"=""306""";"=""CHINA IWF GRAND PRIX""";"=""01.2011""";
"=""12""";"=""m""";"=""2""";"=""2""";"=""2""";"=""IRAWAN Eko Yuli """;"=""24.07.1989""";"=""INA""";"=""62""";"=""61.95""";"=""125""";"=""130""";"=""*136""";"=""130""";"=""155""";"=""166""";"=""*172""";"=""166""";"=""296""";"=""CHINA IWF GRAND PRIX""";"=""01.2011""";
