pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""1""";"=""1""";"=""CHISHOLM Courtenay""";"=""27.06.1995""";"=""AUS""";"=""48""";"=""46.50""";"=""31""";"=""35""";"=""38""";"=""38""";"=""45""";"=""48""";"=""50""";"=""50""";"=""88""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""1""";"=""W""";"=""2""";"=""2""";"=""2""";"=""STUART Kara""";"=""09.12.1994""";"=""AUS""";"=""48""";"=""47.40""";"=""*32""";"=""32""";"=""35""";"=""35""";"=""45""";"=""*50""";"=""*54""";"=""45""";"=""80""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""2""";"=""W""";"=""3""";"=""3""";"=""3""";"=""RASARI Iowana""";"=""01.10.1993""";"=""FIJ""";"=""48""";"=""47.80""";"=""25""";"=""30""";"=""*35""";"=""30""";"=""30""";"=""35""";"=""*40""";"=""35""";"=""65""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""3""";"=""W""";"=""1""";"=""1""";"=""1""";"=""DOGODO Hitolo""";"=""27.09.1992""";"=""PNG""";"=""53""";"=""52.50""";"=""55""";"=""60""";"=""*64""";"=""60""";"=""*70""";"=""70""";"=""75""";"=""75""";"=""135""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""4""";"=""W""";"=""2""";"=""2""";"=""2""";"=""WU Kirsten""";"=""08.04.1993""";"=""AUS""";"=""53""";"=""52.60""";"=""45""";"=""49""";"=""53""";"=""53""";"=""63""";"=""65""";"=""68""";"=""68""";"=""121""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""5""";"=""W""";"=""3""";"=""3""";"=""4""";"=""MANIULUA Maketalena""";"=""20.03.1994""";"=""NCL""";"=""53""";"=""52.90""";"=""45""";"=""50""";"=""52""";"=""52""";"=""60""";"=""65""";"=""*68""";"=""65""";"=""117""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""6""";"=""W""";"=""4""";"=""4""";"=""3""";"=""SAMUEL Ranuinu""";"=""14.02.1993""";"=""PNG""";"=""53""";"=""52.00""";"=""48""";"=""51""";"=""*53""";"=""51""";"=""60""";"=""65""";"=""*68""";"=""65""";"=""116""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""7""";"=""W""";"=""5""";"=""5""";"=""5""";"=""COWEN Sophie""";"=""16.05.1997""";"=""AUS""";"=""53""";"=""51.80""";"=""*31""";"=""31""";"=""36""";"=""36""";"=""47""";"=""50""";"=""53""";"=""53""";"=""89""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""8""";"=""W""";"=""6""";"=""7""";"=""6""";"=""LOLOHEA Luisa""";"=""09.12.1994""";"=""FIJ""";"=""53""";"=""51.40""";"=""33""";"=""*36""";"=""*38""";"=""33""";"=""*47""";"=""47""";"=""*50""";"=""47""";"=""80""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""9""";"=""W""";"=""7""";"=""6""";"=""7""";"=""TAUWAI Teresia Ella Kula""";"=""20.10.1995""";"=""FIJ""";"=""53""";"=""52.30""";"=""*35""";"=""35""";"=""*37""";"=""35""";"=""35""";"=""*40""";"=""40""";"=""40""";"=""75""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""10""";"=""M""";"=""1""";"=""1""";"=""1""";"=""TULO Manueli""";"=""25.03.1990""";"=""FIJ""";"=""56""";"=""55.80""";"=""96""";"=""101""";"=""106""";"=""106""";"=""126""";"=""131""";"=""134""";"=""134""";"=""240""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""11""";"=""M""";"=""2""";"=""2""";"=""3""";"=""BRECHTEFELD Elson Edward""";"=""02.03.1994""";"=""NRU""";"=""56""";"=""55.90""";"=""*87""";"=""87""";"=""*95""";"=""87""";"=""110""";"=""115""";"=""*120""";"=""115""";"=""202""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""12""";"=""M""";"=""3""";"=""4""";"=""2""";"=""GUINARES Lou""";"=""18.03.1990""";"=""NZL""";"=""56""";"=""55.60""";"=""85""";"=""*90""";"=""*90""";"=""85""";"=""108""";"=""112""";"=""116""";"=""116""";"=""201""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""13""";"=""M""";"=""4""";"=""5""";"=""4""";"=""BARU Morea""";"=""15.04.1990""";"=""PNG""";"=""56""";"=""55.90""";"=""85""";"=""*90""";"=""*90""";"=""85""";"=""110""";"=""*115""";"=""115""";"=""115""";"=""200""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""14""";"=""M""";"=""5""";"=""3""";"=""5""";"=""LAPUA Lapua Tuau""";"=""15.04.1991""";"=""TUV""";"=""56""";"=""55.80""";"=""81""";"=""86""";"=""*91""";"=""86""";"=""102""";"=""106""";"=""*111""";"=""106""";"=""192""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""15""";"=""M""";"=""6""";"=""6""";"=""6""";"=""BUCKNELL William""";"=""12.11.1995""";"=""FIJ""";"=""56""";"=""47.60""";"=""40""";"=""45""";"=""*50""";"=""45""";"=""53""";"=""60""";"=""*65""";"=""60""";"=""105""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""16""";"=""M""";"=""7""";"=""7""";"=""7""";"=""BOE Toua Vai""";"=""16.11.1993""";"=""PNG""";"=""56""";"=""51.40""";"=""30""";"=""35""";"=""*40""";"=""35""";"=""35""";"=""40""";"=""45""";"=""45""";"=""80""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""17""";"=""W""";"=""1""";"=""1""";"=""1""";"=""LIKU Maria""";"=""27.04.1990""";"=""FIJ""";"=""58""";"=""57.90""";"=""68""";"=""*72""";"=""*72""";"=""68""";"=""87""";"=""*90""";"=""90""";"=""90""";"=""158""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""18""";"=""W""";"=""2""";"=""2""";"=""2""";"=""KASSMAN Monalisa Naime""";"=""05.11.1992""";"=""PNG""";"=""58""";"=""57.10""";"=""55""";"=""60""";"=""*62""";"=""60""";"=""70""";"=""75""";"=""*80""";"=""75""";"=""135""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""19""";"=""W""";"=""3""";"=""3""";"=""3""";"=""MULLINS Andrea""";"=""10.04.1994""";"=""AUS""";"=""58""";"=""55.60""";"=""47""";"=""*51""";"=""51""";"=""51""";"=""62""";"=""66""";"=""69""";"=""69""";"=""120""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""20""";"=""W""";"=""4""";"=""4""";"=""4""";"=""TIMI Julia Ana""";"=""03.10.1996""";"=""FIJ""";"=""58""";"=""56.10""";"=""30""";"=""35""";"=""40""";"=""40""";"=""35""";"=""42""";"=""47""";"=""47""";"=""87""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""21""";"=""M""";"=""1""";"=""1""";"=""1""";"=""PATRIS Stevick""";"=""17.01.1991""";"=""PLW""";"=""62""";"=""61.30""";"=""90""";"=""*95""";"=""95""";"=""95""";"=""*115""";"=""115""";"=""*120""";"=""115""";"=""210""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""22""";"=""M""";"=""2""";"=""2""";"=""2""";"=""YOUNG Vester David""";"=""13.11.1991""";"=""NZL""";"=""62""";"=""58.40""";"=""83""";"=""*87""";"=""87""";"=""87""";"=""103""";"=""109""";"=""112""";"=""112""";"=""199""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
"=""23""";"=""M""";"=""3""";"=""6""";"=""3""";"=""PESALELI Bob""";"=""05.02.1993""";"=""SAM""";"=""62""";"=""61.80""";"=""*80""";"=""80""";"=""*85""";"=""80""";"=""110""";"=""*115""";"=""*120""";"=""110""";"=""190""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""05.2010""";
