pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""1""";"=""1""";"=""GUAN Chunying""";"=""21.06.1993""";"=""CHN""";"=""48""";"=""47.79""";"=""80""";"=""82""";"=""* 85""";"=""82""";"=""96""";"=""98""";"=""100""";"=""100""";"=""182""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""1""";"=""W""";"=""2""";"=""2""";"=""2""";"=""PIRON CANDELARIO Beatriz Elizabeth""";"=""27.02.1995""";"=""DOM""";"=""48""";"=""47.94""";"=""77""";"=""* 81""";"=""* 81""";"=""77""";"=""91""";"=""95""";"=""* 97""";"=""95""";"=""172""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""2""";"=""W""";"=""3""";"=""3""";"=""3""";"=""MIRABAI Chanu Saikhom""";"=""08.08.1994""";"=""IND""";"=""48""";"=""47.70""";"=""* 70""";"=""70""";"=""72""";"=""72""";"=""90""";"=""92""";"=""93""";"=""93""";"=""165""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""3""";"=""W""";"=""4""";"=""4""";"=""4""";"=""LEE Seulki""";"=""20.08.1995""";"=""KOR""";"=""48""";"=""47.92""";"=""71""";"=""* 73""";"=""* 73""";"=""71""";"=""88""";"=""* 91""";"=""* 91""";"=""88""";"=""159""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""4""";"=""W""";"=""5""";"=""6""";"=""5""";"=""MUNOZ LOPEZ Viviana Izamar""";"=""10.11.1995""";"=""MEX""";"=""48""";"=""47.97""";"=""64""";"=""66""";"=""67""";"=""67""";"=""83""";"=""87""";"=""* 90""";"=""87""";"=""154""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""5""";"=""W""";"=""6""";"=""10""";"=""6""";"=""IEFIMCHUK Nadiia""";"=""08.04.1995""";"=""UKR""";"=""48""";"=""47.19""";"=""60""";"=""* 63""";"=""63""";"=""63""";"=""80""";"=""83""";"=""86""";"=""86""";"=""149""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""6""";"=""W""";"=""7""";"=""5""";"=""8""";"=""LAZARO Areibis Coromoto""";"=""20.01.1994""";"=""VEN""";"=""48""";"=""47.59""";"=""63""";"=""* 67""";"=""67""";"=""67""";"=""82""";"=""* 85""";"=""* 85""";"=""82""";"=""149""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""7""";"=""W""";"=""8""";"=""8""";"=""7""";"=""KERCHER Ellen Angelina""";"=""04.01.1994""";"=""USA""";"=""48""";"=""47.55""";"=""62""";"=""64""";"=""66""";"=""66""";"=""82""";"=""* 86""";"=""* 86""";"=""82""";"=""148""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""8""";"=""W""";"=""9""";"=""7""";"=""9""";"=""HERRERA TORREALBA Maria Fernanda""";"=""21.05.1994""";"=""VEN""";"=""48""";"=""46.75""";"=""62""";"=""* 65""";"=""66""";"=""66""";"=""80""";"=""* 83""";"=""* 83""";"=""80""";"=""146""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""9""";"=""W""";"=""10""";"=""9""";"=""10""";"=""CHIANG Meng-Chun""";"=""27.12.1994""";"=""TPE""";"=""48""";"=""47.49""";"=""63""";"=""65""";"=""* 67""";"=""65""";"=""* 80""";"=""* 80""";"=""80""";"=""80""";"=""145""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""10""";"=""W""";"=""11""";"=""11""";"=""11""";"=""FAKADE Meera Parshram""";"=""12.04.1994""";"=""IND""";"=""48""";"=""47.60""";"=""61""";"=""* 63""";"=""63""";"=""63""";"=""80""";"=""* 82""";"=""* 82""";"=""80""";"=""143""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""11""";"=""W""";"=""12""";"=""12""";"=""12""";"=""DE LEON VALDEZ Astrid Carolina""";"=""05.03.1995""";"=""GUA""";"=""48""";"=""47.31""";"=""52""";"=""* 55""";"=""* 55""";"=""52""";"=""72""";"=""74""";"=""75""";"=""75""";"=""127""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""12""";"=""W""";"=""13""";"=""13""";"=""13""";"=""CUEVA URIBE Fiorella Francesca""";"=""04.02.1998""";"=""PER""";"=""48""";"=""47.72""";"=""47""";"=""50""";"=""52""";"=""52""";"=""69""";"=""72""";"=""74""";"=""74""";"=""126""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""13""";"=""W""";"=""---""";"=""---""";"=""---""";"=""ON-UMA Wanroek""";"=""02.01.1995""";"=""THA""";"=""48""";"=""45.06""";"=""* 65""";"=""* 65""";"=""* 65""";"=""---""";"=""* 85""";"=""* 85""";"=""* 85""";"=""---""";"=""0""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""14""";"=""W""";"=""1""";"=""3""";"=""1""";"=""CHYCHKAN Alena""";"=""07.07.1993""";"=""BLR""";"=""53""";"=""52.57""";"=""83""";"=""87""";"=""* 90""";"=""87""";"=""105""";"=""112""";"=""---""";"=""112""";"=""199""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""15""";"=""W""";"=""2""";"=""2""";"=""2""";"=""LIU Quan""";"=""18.12.1995""";"=""CHN""";"=""53""";"=""52.23""";"=""85""";"=""88""";"=""* 90""";"=""88""";"=""105""";"=""110""";"=""*111""";"=""110""";"=""198""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""16""";"=""W""";"=""3""";"=""1""";"=""3""";"=""TANASAN Sopita""";"=""23.12.1994""";"=""THA""";"=""53""";"=""52.30""";"=""86""";"=""89""";"=""91""";"=""91""";"=""*105""";"=""*106""";"=""106""";"=""106""";"=""197""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""17""";"=""W""";"=""4""";"=""4""";"=""4""";"=""ALVAREZ CAICEDO Yenny Fernanda""";"=""24.05.1995""";"=""COL""";"=""53""";"=""52.72""";"=""* 80""";"=""83""";"=""* 86""";"=""83""";"=""100""";"=""*105""";"=""*106""";"=""100""";"=""183""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""18""";"=""W""";"=""5""";"=""5""";"=""6""";"=""BLANCO GONZALEZ Karool Karina""";"=""24.05.1995""";"=""COL""";"=""53""";"=""52.59""";"=""77""";"=""81""";"=""* 83""";"=""81""";"=""95""";"=""* 98""";"=""98""";"=""98""";"=""179""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""19""";"=""W""";"=""6""";"=""7""";"=""5""";"=""ERSHOVA Svetlana""";"=""14.03.1994""";"=""RUS""";"=""53""";"=""52.47""";"=""75""";"=""78""";"=""* 81""";"=""78""";"=""95""";"=""98""";"=""*101""";"=""98""";"=""176""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""20""";"=""W""";"=""7""";"=""6""";"=""7""";"=""RODRIGUEZ GOMEZ Genesis Lourdes""";"=""17.07.1994""";"=""VEN""";"=""53""";"=""52.21""";"=""* 75""";"=""75""";"=""80""";"=""80""";"=""93""";"=""* 97""";"=""* 98""";"=""93""";"=""173""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""21""";"=""W""";"=""8""";"=""8""";"=""8""";"=""BARRERA BELARDI Alba Cecilia""";"=""13.08.1993""";"=""ESP""";"=""53""";"=""52.83""";"=""70""";"=""72""";"=""74""";"=""74""";"=""92""";"=""* 95""";"=""* 95""";"=""92""";"=""166""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""22""";"=""W""";"=""9""";"=""12""";"=""10""";"=""KIZILDAG Gamzegul""";"=""20.01.1995""";"=""TUR""";"=""53""";"=""52.37""";"=""64""";"=""* 68""";"=""68""";"=""68""";"=""86""";"=""88""";"=""* 90""";"=""88""";"=""156""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""23""";"=""W""";"=""10""";"=""9""";"=""13""";"=""LAURINDO MORAES Leticia Cristina""";"=""20.11.1995""";"=""BRA""";"=""53""";"=""52.35""";"=""67""";"=""* 70""";"=""70""";"=""70""";"=""78""";"=""82""";"=""* 84""";"=""82""";"=""152""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""24""";"=""W""";"=""11""";"=""10""";"=""14""";"=""HUNG Tzu-Chun""";"=""01.01.1994""";"=""TPE""";"=""53""";"=""52.86""";"=""65""";"=""68""";"=""70""";"=""70""";"=""* 82""";"=""82""";"=""* 85""";"=""82""";"=""152""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
"=""25""";"=""W""";"=""12""";"=""11""";"=""11""";"=""WINTERS Kathleen Danielle""";"=""04.03.1993""";"=""USA""";"=""53""";"=""51.65""";"=""66""";"=""* 68""";"=""68""";"=""68""";"=""80""";"=""83""";"=""* 85""";"=""83""";"=""151""";"=""2013 IWF JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2013""";
