pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""3""";"=""2""";"=""SUMIDA Shoko""";"=""18.04.1985""";"=""JPN""";"=""48""";"=""47.70""";"=""63""";"=""68""";"=""71""";"=""71""";"=""85""";"=""* 89""";"=""89""";"=""89""";"=""160.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""1""";"=""W""";"=""2""";"=""2""";"=""3""";"=""VALENCIA HERNANDEZ Carolina""";"=""08.02.1985""";"=""MEX""";"=""48""";"=""47.45""";"=""67""";"=""* 71""";"=""72""";"=""72""";"=""87""";"=""* 90""";"=""* 91""";"=""87""";"=""159.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""2""";"=""W""";"=""3""";"=""6""";"=""1""";"=""OZKAN KONAK Sibel""";"=""03.03.1988""";"=""TUR""";"=""48""";"=""46.25""";"=""68""";"=""* 71""";"=""* 71""";"=""68""";"=""* 85""";"=""87""";"=""90""";"=""90""";"=""158.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""3""";"=""W""";"=""4""";"=""5""";"=""4""";"=""MOHAMED Sayed Enga""";"=""06.03.1985""";"=""EGY""";"=""48""";"=""46.05""";"=""65""";"=""68""";"=""* 71""";"=""68""";"=""82""";"=""* 85""";"=""85""";"=""85""";"=""153.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""4""";"=""W""";"=""5""";"=""7""";"=""6""";"=""BILMEZ Ozlem""";"=""04.06.1986""";"=""TUR""";"=""48""";"=""47.70""";"=""65""";"=""68""";"=""* 71""";"=""68""";"=""75""";"=""80""";"=""82""";"=""82""";"=""150.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""5""";"=""W""";"=""6""";"=""10""";"=""5""";"=""TAKESHITA Nao""";"=""08.03.1988""";"=""JPN""";"=""48""";"=""47.90""";"=""65""";"=""* 68""";"=""* 68""";"=""65""";"=""78""";"=""81""";"=""83""";"=""83""";"=""148.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""6""";"=""W""";"=""7""";"=""9""";"=""7""";"=""PIPILIARIDOU Maria""";"=""30.09.1986""";"=""GRE""";"=""48""";"=""48.00""";"=""60""";"=""66""";"=""* 68""";"=""66""";"=""77""";"=""82""";"=""* 85""";"=""82""";"=""148.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""7""";"=""W""";"=""8""";"=""8""";"=""8""";"=""GONZALEZ Yenny""";"=""03.05.1986""";"=""ECU""";"=""48""";"=""47.80""";"=""62""";"=""66""";"=""* 68""";"=""66""";"=""* 81""";"=""81""";"=""* 83""";"=""81""";"=""147.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""8""";"=""W""";"=""---""";"=""1""";"=""---""";"=""XU Xiang""";"=""27.05.1985""";"=""CHN""";"=""48""";"=""47.40""";"=""75""";"=""78""";"=""80""";"=""80""";"=""*100""";"=""*100""";"=""*100""";"=""---""";"=""0.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""9""";"=""W""";"=""---""";"=""11""";"=""---""";"=""KOVALENKO Atanaska""";"=""18.10.1986""";"=""BUL""";"=""48""";"=""47.90""";"=""60""";"=""* 65""";"=""65""";"=""65""";"=""* 75""";"=""* 75""";"=""* 76""";"=""---""";"=""0.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""10""";"=""W""";"=""---""";"=""4""";"=""---""";"=""FEBRIANTI Citra""";"=""22.02.1988""";"=""INA""";"=""48""";"=""47.95""";"=""70""";"=""* 72""";"=""* 72""";"=""70""";"=""* 90""";"=""* 90""";"=""* 90""";"=""---""";"=""0.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""11""";"=""W""";"=""1""";"=""1""";"=""1""";"=""LI Ping""";"=""15.09.1988""";"=""CHN""";"=""53""";"=""52.55""";"=""85""";"=""90""";"=""* 93""";"=""90""";"=""112""";"=""117""";"=""*120""";"=""117""";"=""207.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""12""";"=""W""";"=""2""";"=""4""";"=""3""";"=""MIYAKE Hiromi""";"=""18.11.1985""";"=""JPN""";"=""53""";"=""48.75""";"=""78""";"=""81""";"=""* 83""";"=""81""";"=""103""";"=""105""";"=""*111""";"=""105""";"=""186.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""13""";"=""W""";"=""3""";"=""2""";"=""4""";"=""SUDA Chaleephay""";"=""06.06.1987""";"=""THA""";"=""53""";"=""51.70""";"=""79""";"=""82""";"=""* 86""";"=""82""";"=""95""";"=""100""";"=""104""";"=""104""";"=""186.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""14""";"=""W""";"=""4""";"=""5""";"=""2""";"=""KASAJ Fetie""";"=""28.10.1985""";"=""ALB""";"=""53""";"=""52.40""";"=""78""";"=""* 82""";"=""* 82""";"=""78""";"=""102""";"=""105""";"=""107""";"=""107""";"=""185.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""15""";"=""W""";"=""5""";"=""6""";"=""5""";"=""CHO Yoon-Mi""";"=""20.03.1985""";"=""KOR""";"=""53""";"=""52.85""";"=""76""";"=""* 80""";"=""* 80""";"=""76""";"=""* 93""";"=""93""";"=""* 98""";"=""93""";"=""169.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""16""";"=""W""";"=""6""";"=""7""";"=""7""";"=""ROWINSKA Malwina""";"=""06.11.1986""";"=""POL""";"=""53""";"=""52.90""";"=""70""";"=""75""";"=""* 77""";"=""75""";"=""* 90""";"=""90""";"=""* 95""";"=""90""";"=""165.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""17""";"=""W""";"=""7""";"=""9""";"=""6""";"=""KARADEMIR Emine""";"=""01.03.1985""";"=""TUR""";"=""53""";"=""51.80""";"=""72""";"=""* 78""";"=""* 78""";"=""72""";"=""90""";"=""* 95""";"=""* 95""";"=""90""";"=""162.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""18""";"=""W""";"=""8""";"=""11""";"=""8""";"=""YAMASAKI Erika Yuriko Iris""";"=""02.09.1987""";"=""AUS""";"=""53""";"=""53.00""";"=""66""";"=""71""";"=""* 73""";"=""71""";"=""85""";"=""* 90""";"=""90""";"=""90""";"=""161.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""19""";"=""W""";"=""9""";"=""10""";"=""10""";"=""HETZYG Malwina""";"=""23.07.1988""";"=""POL""";"=""53""";"=""52.20""";"=""70""";"=""72""";"=""* 74""";"=""72""";"=""* 86""";"=""86""";"=""* 89""";"=""86""";"=""158.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""20""";"=""W""";"=""10""";"=""12""";"=""9""";"=""KASHKYLINA Lazat""";"=""23.01.1988""";"=""KAZ""";"=""53""";"=""51.30""";"=""62""";"=""66""";"=""70""";"=""70""";"=""83""";"=""87""";"=""* 91""";"=""87""";"=""157.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""21""";"=""W""";"=""11""";"=""8""";"=""11""";"=""DE LA PUENTE Maria Alvarez""";"=""11.03.1989""";"=""ESP""";"=""53""";"=""51.80""";"=""66""";"=""69""";"=""73""";"=""73""";"=""84""";"=""* 88""";"=""* 88""";"=""84""";"=""157.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""22""";"=""W""";"=""12""";"=""14""";"=""12""";"=""GILSDORF Emma""";"=""26.07.1986""";"=""USA""";"=""53""";"=""52.80""";"=""65""";"=""* 69""";"=""69""";"=""69""";"=""* 81""";"=""* 81""";"=""82""";"=""82""";"=""151.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""23""";"=""W""";"=""13""";"=""15""";"=""13""";"=""GUICHO RECIO Quisia Yaneli""";"=""12.09.1987""";"=""MEX""";"=""53""";"=""53.00""";"=""63""";"=""65""";"=""67""";"=""67""";"=""82""";"=""* 85""";"=""* 85""";"=""82""";"=""149.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""24""";"=""W""";"=""14""";"=""17""";"=""14""";"=""PAPADOPOULOU Agela""";"=""30.06.1987""";"=""GRE""";"=""53""";"=""52.85""";"=""60""";"=""* 65""";"=""65""";"=""65""";"=""77""";"=""* 82""";"=""* 82""";"=""77""";"=""142.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""25""";"=""W""";"=""---""";"=""3""";"=""---""";"=""PRAMITA Okta Dwi""";"=""15.10.1986""";"=""INA""";"=""53""";"=""52.70""";"=""82""";"=""* 86""";"=""* 86""";"=""82""";"=""*100""";"=""*105""";"=""---""";"=""---""";"=""0.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""26""";"=""W""";"=""---""";"=""16""";"=""---""";"=""ORENDAIN BECERRA Alejandra Leticia""";"=""09.06.1955""";"=""MEX""";"=""53""";"=""52.75""";"=""* 65""";"=""* 65""";"=""65""";"=""65""";"=""* 83""";"=""* 83""";"=""* 83""";"=""---""";"=""0.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""27""";"=""W""";"=""---""";"=""13""";"=""---""";"=""DAVIS Amber""";"=""17.06.1986""";"=""USA""";"=""53""";"=""52.90""";"=""70""";"=""* 73""";"=""* 73""";"=""70""";"=""* 88""";"=""* 88""";"=""* 88""";"=""---""";"=""0.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""28""";"=""M""";"=""1""";"=""4""";"=""1""";"=""CEN Biao""";"=""05.01.1985""";"=""CHN""";"=""56""";"=""55.65""";"=""110""";"=""115""";"=""120""";"=""120""";"=""150""";"=""156""";"=""*160""";"=""156""";"=""276.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
"=""29""";"=""M""";"=""2""";"=""1""";"=""2""";"=""HOANG Anh Tuan""";"=""12.02.1985""";"=""VIE""";"=""56""";"=""55.95""";"=""118""";"=""*123""";"=""123""";"=""123""";"=""145""";"=""*150""";"=""153""";"=""153""";"=""276.0""";"=""31st MEN's and 11th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""05.2005""";
