pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""GRACIA Betsabe""";"=""11.12.1981""";"=""MEX""";"=""48""";"=""47.75""";"=""65""";"=""70""";"=""*72.5""";"=""70""";"=""80""";"=""85""";"=""87.5""";"=""87.5""";"=""157.5""";"=""7th UNIVERSITY WORLD CUP""";"=""07.2004""";
"=""1""";"=""w""";"=""2""";"=""2""";"=""2""";"=""KLESZCZYNSKA Marta""";"=""13.02.1979""";"=""POL""";"=""48""";"=""48.00""";"=""*65""";"=""65""";"=""67.5""";"=""67.5""";"=""80""";"=""*85""";"=""85""";"=""85""";"=""152.5""";"=""7th UNIVERSITY WORLD CUP""";"=""07.2004""";
"=""2""";"=""w""";"=""3""";"=""3""";"=""3""";"=""ALVARADO Lisseth""";"=""05.04.1983""";"=""ECU""";"=""48""";"=""47.00""";"=""*62.5""";"=""62.5""";"=""65""";"=""65""";"=""70""";"=""75""";"=""*80""";"=""75""";"=""140""";"=""7th UNIVERSITY WORLD CUP""";"=""07.2004""";
"=""3""";"=""w""";"=""4""";"=""4""";"=""4""";"=""BAEZ Iris""";"=""14.02.1982""";"=""PUR""";"=""48""";"=""45.55""";"=""*55""";"=""55""";"=""*57.5""";"=""55""";"=""67.5""";"=""70""";"=""*72.5""";"=""70""";"=""125""";"=""7th UNIVERSITY WORLD CUP""";"=""07.2004""";
"=""4""";"=""w""";"=""1""";"=""1""";"=""1""";"=""NUMATA Yoko""";"=""19.01.1986""";"=""JPN""";"=""53""";"=""52.15""";"=""60""";"=""65""";"=""*70""";"=""65""";"=""80""";"=""85""";"=""87.5""";"=""87.5""";"=""152.5""";"=""7th UNIVERSITY WORLD CUP""";"=""07.2004""";
"=""5""";"=""m""";"=""1""";"=""1""";"=""1""";"=""MEDRANO Toj Luis Enrique""";"=""09.09.1976""";"=""GUA""";"=""56""";"=""55.85""";"=""107.5""";"=""*110""";"=""*110""";"=""107.5""";"=""127.5""";"=""*132.5""";"=""132.5""";"=""132.5""";"=""240""";"=""7th UNIVERSITY WORLD CUP""";"=""07.2004""";
"=""6""";"=""m""";"=""2""";"=""2""";"=""3""";"=""OKUYAMA Masakazu""";"=""09.10.1983""";"=""JPN""";"=""56""";"=""55.20""";"=""*100""";"=""100""";"=""105""";"=""105""";"=""120""";"=""*125""";"=""125""";"=""125""";"=""230""";"=""7th UNIVERSITY WORLD CUP""";"=""07.2004""";
"=""7""";"=""m""";"=""3""";"=""3""";"=""2""";"=""TSAI Sheng-Fen""";"=""27.10.1984""";"=""TPE""";"=""56""";"=""55.80""";"=""95""";"=""*100""";"=""100""";"=""100""";"=""*127.5""";"=""*127.5""";"=""127.5""";"=""127.5""";"=""227.5""";"=""7th UNIVERSITY WORLD CUP""";"=""07.2004""";
"=""8""";"=""m""";"=""4""";"=""6""";"=""4""";"=""GALVEZ Jose""";"=""10.08.1985""";"=""PER""";"=""56""";"=""55.20""";"=""82.5""";"=""*87.5""";"=""87.5""";"=""87.5""";"=""112.5""";"=""117.5""";"=""*122.5""";"=""117.5""";"=""205""";"=""7th UNIVERSITY WORLD CUP""";"=""07.2004""";
"=""9""";"=""m""";"=""5""";"=""5""";"=""5""";"=""AKMYRADOV Dovran""";"=""18.02.1985""";"=""TKM""";"=""56""";"=""55.00""";"=""85""";"=""90""";"=""*95""";"=""90""";"=""105""";"=""110""";"=""*115""";"=""110""";"=""200""";"=""7th UNIVERSITY WORLD CUP""";"=""07.2004""";
"=""10""";"=""m""";"=""6""";"=""4""";"=""6""";"=""TRASTOGIANNOS Chronis""";"=""30.07.1981""";"=""GRE""";"=""56""";"=""54.90""";"=""85""";"=""90""";"=""92.5""";"=""92.5""";"=""100""";"=""105""";"=""*107.5""";"=""105""";"=""197.5""";"=""7th UNIVERSITY WORLD CUP""";"=""07.2004""";
"=""11""";"=""w""";"=""1""";"=""2""";"=""1""";"=""REYES Marina""";"=""12.07.1980""";"=""MEX""";"=""58""";"=""56.45""";"=""70""";"=""72.5""";"=""75""";"=""75""";"=""85""";"=""90""";"=""92.5""";"=""92.5""";"=""167.5""";"=""7th UNIVERSITY WORLD CUP""";"=""07.2004""";
"=""12""";"=""w""";"=""2""";"=""3""";"=""2""";"=""MALLA HERAS Martha Lourdes""";"=""09.04.1981""";"=""ECU""";"=""58""";"=""57.75""";"=""70""";"=""*75""";"=""75""";"=""75""";"=""90""";"=""92.5""";"=""*95""";"=""92.5""";"=""167.5""";"=""7th UNIVERSITY WORLD CUP""";"=""07.2004""";
"=""13""";"=""w""";"=""3""";"=""1""";"=""3""";"=""DOVA Maria""";"=""28.03.1984""";"=""GRE""";"=""58""";"=""57.70""";"=""75""";"=""*80""";"=""80""";"=""80""";"=""85""";"=""*90""";"=""*90""";"=""85""";"=""165""";"=""7th UNIVERSITY WORLD CUP""";"=""07.2004""";
