pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""TIAN Yuan""";"=""29.01.1993""";"=""CHN""";"=""48""";"=""47.74""";"=""88""";"=""93""";"=""*96""";"=""93""";"=""113""";"=""*122""";"=""*122""";"=""113""";"=""206""";"=""23RD WOMEN'S AND 42ND MEN'S ASIAN CHAMPIONSHIPS""";"=""04.2011""";
"=""1""";"=""w""";"=""2""";"=""3""";"=""2""";"=""WEN Shih-Ping""";"=""20.10.1986""";"=""TPE""";"=""48""";"=""47.46""";"=""65""";"=""68""";"=""*70""";"=""68""";"=""85""";"=""89""";"=""90""";"=""90""";"=""158""";"=""23RD WOMEN'S AND 42ND MEN'S ASIAN CHAMPIONSHIPS""";"=""04.2011""";
"=""2""";"=""w""";"=""3""";"=""4""";"=""3""";"=""KHUMUKCHAM Sanjita Chanu""";"=""02.01.1994""";"=""IND""";"=""48""";"=""47.56""";"=""65""";"=""68""";"=""*70""";"=""68""";"=""85""";"=""89""";"=""90""";"=""90""";"=""158""";"=""23RD WOMEN'S AND 42ND MEN'S ASIAN CHAMPIONSHIPS""";"=""04.2011""";
"=""3""";"=""w""";"=""4""";"=""5""";"=""4""";"=""SISOEVA Marina""";"=""30.05.1993""";"=""UZB""";"=""48""";"=""46.70""";"=""61""";"=""64""";"=""66""";"=""66""";"=""82""";"=""86""";"=""*92""";"=""86""";"=""152""";"=""23RD WOMEN'S AND 42ND MEN'S ASIAN CHAMPIONSHIPS""";"=""04.2011""";
"=""4""";"=""w""";"=""5""";"=""2""";"=""5""";"=""TOGOEVA Makhliyo""";"=""07.01.1992""";"=""UZB""";"=""48""";"=""47.32""";"=""62""";"=""65""";"=""68""";"=""68""";"=""78""";"=""82""";"=""*85""";"=""82""";"=""150""";"=""23RD WOMEN'S AND 42ND MEN'S ASIAN CHAMPIONSHIPS""";"=""04.2011""";
"=""5""";"=""w""";"=""1""";"=""1""";"=""1""";"=""LI Ping""";"=""15.09.1988""";"=""CHN""";"=""53""";"=""52.96""";"=""90""";"=""*95""";"=""*95""";"=""90""";"=""120""";"=""125""";"=""*128""";"=""125""";"=""215""";"=""23RD WOMEN'S AND 42ND MEN'S ASIAN CHAMPIONSHIPS""";"=""04.2011""";
"=""6""";"=""w""";"=""2""";"=""2""";"=""2""";"=""YU Weili""";"=""24.06.1983""";"=""HKG""";"=""53""";"=""52.72""";"=""85""";"=""*90""";"=""*90""";"=""85""";"=""105""";"=""110""";"=""*113""";"=""110""";"=""195""";"=""23RD WOMEN'S AND 42ND MEN'S ASIAN CHAMPIONSHIPS""";"=""04.2011""";
"=""7""";"=""w""";"=""3""";"=""3""";"=""3""";"=""MATSA Santoshi""";"=""10.03.1994""";"=""IND""";"=""53""";"=""51.42""";"=""*65""";"=""*65""";"=""70""";"=""70""";"=""83""";"=""88""";"=""*92""";"=""88""";"=""158""";"=""23RD WOMEN'S AND 42ND MEN'S ASIAN CHAMPIONSHIPS""";"=""04.2011""";
"=""8""";"=""w""";"=""4""";"=""4""";"=""4""";"=""CHAKMA Fullapati""";"=""05.06.1996""";"=""BAN""";"=""53""";"=""51.04""";"=""58""";"=""*62""";"=""*62""";"=""58""";"=""70""";"=""75""";"=""*78""";"=""75""";"=""133""";"=""23RD WOMEN'S AND 42ND MEN'S ASIAN CHAMPIONSHIPS""";"=""04.2011""";
"=""9""";"=""m""";"=""1""";"=""1""";"=""1""";"=""WU Jingbiao""";"=""10.01.1989""";"=""CHN""";"=""56""";"=""55.94""";"=""130""";"=""*135""";"=""*135""";"=""130""";"=""153""";"=""*158""";"=""158""";"=""158""";"=""288""";"=""23RD WOMEN'S AND 42ND MEN'S ASIAN CHAMPIONSHIPS""";"=""04.2011""";
"=""10""";"=""m""";"=""2""";"=""2""";"=""2""";"=""ASKARI Majid""";"=""08.11.1991""";"=""IRI""";"=""56""";"=""55.80""";"=""*115""";"=""115""";"=""*120""";"=""115""";"=""140""";"=""*148""";"=""*150""";"=""140""";"=""255""";"=""23RD WOMEN'S AND 42ND MEN'S ASIAN CHAMPIONSHIPS""";"=""04.2011""";
"=""11""";"=""m""";"=""3""";"=""3""";"=""3""";"=""MAKAROV Ruslan""";"=""19.01.1987""";"=""UZB""";"=""56""";"=""55.90""";"=""*111""";"=""111""";"=""114""";"=""114""";"=""140""";"=""*143""";"=""*147""";"=""140""";"=""254""";"=""23RD WOMEN'S AND 42ND MEN'S ASIAN CHAMPIONSHIPS""";"=""04.2011""";
"=""12""";"=""m""";"=""4""";"=""4""";"=""4""";"=""PYAE Phyo""";"=""14.12.1989""";"=""MYA""";"=""56""";"=""55.28""";"=""*110""";"=""110""";"=""*114""";"=""110""";"=""135""";"=""*140""";"=""*145""";"=""135""";"=""245""";"=""23RD WOMEN'S AND 42ND MEN'S ASIAN CHAMPIONSHIPS""";"=""04.2011""";
