pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""---""";"=""---""";"=""MIHALOVICOVA Dalma""";"=""13.06.1998""";"=""SVK""";"=""48""";"=""42.00""";"=""20""";"=""22""";"=""24""";"=""24""";"=""28""";"=""30""";"=""33""";"=""33""";"=""57""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""1""";"=""m""";"=""1""";"=""---""";"=""---""";"=""JUHASZ Jacint""";"=""04.06.1998""";"=""SVK""";"=""56""";"=""48.00""";"=""45""";"=""*50""";"=""50""";"=""50""";"=""57""";"=""62""";"=""66""";"=""66""";"=""116""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""2""";"=""w""";"=""1""";"=""---""";"=""---""";"=""KUKAWSKA Joanna""";"=""18.08.1994""";"=""POL""";"=""58""";"=""54.50""";"=""47""";"=""50""";"=""53""";"=""53""";"=""55""";"=""*60""";"=""*60""";"=""55""";"=""108""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""3""";"=""w""";"=""1""";"=""---""";"=""---""";"=""ORSAGOVA Lenka""";"=""20.09.1983""";"=""CZE""";"=""63""";"=""63.00""";"=""*90""";"=""*90""";"=""90""";"=""90""";"=""110""";"=""115""";"=""*118""";"=""115""";"=""205""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""4""";"=""w""";"=""2""";"=""---""";"=""---""";"=""ORSAGOVA Petra""";"=""01.07.1991""";"=""CZE""";"=""63""";"=""61.60""";"=""57""";"=""60""";"=""*63""";"=""60""";"=""67""";"=""70""";"=""*73""";"=""70""";"=""130""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""5""";"=""w""";"=""3""";"=""---""";"=""---""";"=""HORNA Lenka""";"=""20.11.1985""";"=""SVK""";"=""63""";"=""59.80""";"=""55""";"=""*59""";"=""*59""";"=""55""";"=""68""";"=""71""";"=""73""";"=""73""";"=""128""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""6""";"=""w""";"=""1""";"=""---""";"=""---""";"=""SARANOVA Iva""";"=""06.08.1991""";"=""CZE""";"=""69""";"=""66.70""";"=""55""";"=""*58""";"=""*58""";"=""55""";"=""65""";"=""69""";"=""*72""";"=""69""";"=""124""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""7""";"=""m""";"=""1""";"=""---""";"=""---""";"=""PETROV Petr""";"=""19.10.1989""";"=""CZE""";"=""69""";"=""66.00""";"=""107""";"=""111""";"=""*115""";"=""111""";"=""134""";"=""*139""";"=""*139""";"=""134""";"=""245""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""8""";"=""w""";"=""2""";"=""---""";"=""---""";"=""SRNAKOVA Dominika""";"=""22.05.1987""";"=""SVK""";"=""69""";"=""63.30""";"=""33""";"=""35""";"=""37""";"=""37""";"=""40""";"=""43""";"=""*45""";"=""43""";"=""80""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""9""";"=""m""";"=""2""";"=""---""";"=""---""";"=""JAVORKA Tivadar""";"=""04.01.1992""";"=""SVK""";"=""69""";"=""69.00""";"=""103""";"=""*107""";"=""*107""";"=""103""";"=""125""";"=""130""";"=""133""";"=""133""";"=""236""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""10""";"=""m""";"=""3""";"=""---""";"=""---""";"=""JANICEK Peter""";"=""31.12.1969""";"=""SVK""";"=""69""";"=""68.00""";"=""101""";"=""*106""";"=""*106""";"=""101""";"=""120""";"=""126""";"=""*130""";"=""126""";"=""227""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""11""";"=""m""";"=""---""";"=""---""";"=""---""";"=""SLABY Petr""";"=""25.11.1983""";"=""CZE""";"=""69""";"=""63.90""";"=""107""";"=""*110""";"=""*110""";"=""107""";"=""*144""";"=""*144""";"=""*146""";"=""---""";"=""0""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""12""";"=""w""";"=""1""";"=""---""";"=""---""";"=""KLADIVOVA Pavla""";"=""03.10.1984""";"=""CZE""";"=""75""";"=""70.90""";"=""85""";"=""89""";"=""*91""";"=""89""";"=""105""";"=""111""";"=""*114""";"=""111""";"=""200""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""13""";"=""w""";"=""2""";"=""---""";"=""---""";"=""GOGOROVA Eleonora""";"=""15.01.1990""";"=""SVK""";"=""75""";"=""72.00""";"=""*67""";"=""67""";"=""*70""";"=""67""";"=""88""";"=""91""";"=""93""";"=""93""";"=""160""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""14""";"=""w""";"=""3""";"=""---""";"=""---""";"=""SZYSZKA Paulina""";"=""04.08.1987""";"=""POL""";"=""75""";"=""71.00""";"=""62""";"=""66""";"=""*69""";"=""66""";"=""82""";"=""86""";"=""*90""";"=""86""";"=""152""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""15""";"=""m""";"=""1""";"=""---""";"=""---""";"=""SKVORODNIEV Artem""";"=""02.03.1986""";"=""UKR""";"=""77""";"=""75.50""";"=""123""";"=""127""";"=""*130""";"=""127""";"=""153""";"=""158""";"=""*165""";"=""158""";"=""285""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""16""";"=""m""";"=""2""";"=""---""";"=""---""";"=""ROZA Adam""";"=""11.12.1989""";"=""CZE""";"=""77""";"=""69.80""";"=""105""";"=""*110""";"=""*110""";"=""105""";"=""121""";"=""126""";"=""*133""";"=""126""";"=""231""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""17""";"=""m""";"=""3""";"=""---""";"=""---""";"=""CZEKIEL Emil""";"=""24.10.1993""";"=""POL""";"=""77""";"=""76.50""";"=""95""";"=""100""";"=""*103""";"=""100""";"=""120""";"=""---""";"=""---""";"=""120""";"=""220""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""18""";"=""m""";"=""1""";"=""---""";"=""---""";"=""CHOVANEC Tomas""";"=""04.08.1988""";"=""SVK""";"=""85""";"=""79.50""";"=""110""";"=""115""";"=""*117""";"=""115""";"=""145""";"=""*150""";"=""*150""";"=""145""";"=""260""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""19""";"=""m""";"=""2""";"=""---""";"=""---""";"=""KENIS David""";"=""19.02.1977""";"=""CZE""";"=""85""";"=""79.30""";"=""*90""";"=""90""";"=""95""";"=""95""";"=""120""";"=""125""";"=""131""";"=""131""";"=""226""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""20""";"=""m""";"=""3""";"=""---""";"=""---""";"=""KOVAC Milan""";"=""08.12.1988""";"=""SVK""";"=""85""";"=""78.40""";"=""98""";"=""102""";"=""*105""";"=""102""";"=""105""";"=""110""";"=""---""";"=""110""";"=""212""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""21""";"=""m""";"=""1""";"=""---""";"=""---""";"=""JANAK Peter""";"=""25.09.1988""";"=""SVK""";"=""94""";"=""93.60""";"=""120""";"=""125""";"=""128""";"=""128""";"=""150""";"=""*155""";"=""*155""";"=""150""";"=""278""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""22""";"=""m""";"=""2""";"=""---""";"=""---""";"=""GAYA Hansley Pravin""";"=""14.01.1985""";"=""MRI""";"=""94""";"=""88.80""";"=""102""";"=""*110""";"=""*110""";"=""102""";"=""136""";"=""142""";"=""*147""";"=""142""";"=""244""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""23""";"=""m""";"=""3""";"=""---""";"=""---""";"=""HORVATH Radko""";"=""28.03.1993""";"=""SVK""";"=""94""";"=""88.50""";"=""105""";"=""110""";"=""113""";"=""113""";"=""125""";"=""130""";"=""*135""";"=""130""";"=""243""";"=""LAUGARICIO CUP""";"=""09.2010""";
"=""24""";"=""m""";"=""1""";"=""---""";"=""---""";"=""TATARCIK Radoslav""";"=""08.03.1992""";"=""SVK""";"=""105""";"=""102.30""";"=""139""";"=""144""";"=""*147""";"=""144""";"=""158""";"=""163""";"=""*168""";"=""163""";"=""307""";"=""LAUGARICIO CUP""";"=""09.2010""";
