pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""---""";"=""---""";"=""KARAGOZ Nurdan""";"=""25.01.1987""";"=""TUR""";"=""48""";"=""47.00""";"=""*65""";"=""65""";"=""70""";"=""70""";"=""85""";"=""90""";"=""95""";"=""95""";"=""165""";"=""V. MEDITERRANEAN CUP""";"=""10.2010""";
"=""1""";"=""w""";"=""---""";"=""---""";"=""---""";"=""GATT Nicole""";"=""11.01.1997""";"=""MLT""";"=""48""";"=""43.88""";"=""*35""";"=""*35""";"=""*35""";"=""---""";"=""30""";"=""35""";"=""*37""";"=""35""";"=""0""";"=""V. MEDITERRANEAN CUP""";"=""10.2010""";
"=""2""";"=""w""";"=""1""";"=""---""";"=""---""";"=""ALEMANNO Sara""";"=""30.09.1986""";"=""ITA""";"=""58""";"=""56.78""";"=""73""";"=""*76""";"=""*76""";"=""73""";"=""90""";"=""94""";"=""*98""";"=""94""";"=""167""";"=""V. MEDITERRANEAN CUP""";"=""10.2010""";
"=""3""";"=""m""";"=""1""";"=""---""";"=""---""";"=""ASIK Mustafa""";"=""05.01.1989""";"=""TUR""";"=""62""";"=""59.33""";"=""85""";"=""*90""";"=""90""";"=""90""";"=""110""";"=""115""";"=""118""";"=""118""";"=""208""";"=""V. MEDITERRANEAN CUP""";"=""10.2010""";
"=""4""";"=""w""";"=""1""";"=""---""";"=""---""";"=""MARTINEZ SANTIAGO Irene""";"=""14.09.1993""";"=""ESP""";"=""63""";"=""62.08""";"=""75""";"=""78""";"=""*80""";"=""78""";"=""82""";"=""*87""";"=""*87""";"=""82""";"=""160""";"=""V. MEDITERRANEAN CUP""";"=""10.2010""";
"=""5""";"=""w""";"=""1""";"=""---""";"=""---""";"=""PAVLIC Petra""";"=""03.02.1992""";"=""SLO""";"=""69""";"=""67.54""";"=""45""";"=""*48""";"=""*48""";"=""45""";"=""55""";"=""60""";"=""64""";"=""64""";"=""109""";"=""V. MEDITERRANEAN CUP""";"=""10.2010""";
"=""6""";"=""m""";"=""1""";"=""---""";"=""---""";"=""SCAGLIA Rosario""";"=""27.07.1994""";"=""ITA""";"=""69""";"=""68.78""";"=""*95""";"=""*95""";"=""95""";"=""95""";"=""120""";"=""125""";"=""*130""";"=""125""";"=""220""";"=""V. MEDITERRANEAN CUP""";"=""10.2010""";
"=""7""";"=""m""";"=""2""";"=""---""";"=""---""";"=""GRECH Clint""";"=""11.04.1987""";"=""MLT""";"=""69""";"=""68.22""";"=""*86""";"=""86""";"=""*90""";"=""86""";"=""107""";"=""*112""";"=""*112""";"=""107""";"=""193""";"=""V. MEDITERRANEAN CUP""";"=""10.2010""";
"=""8""";"=""m""";"=""3""";"=""---""";"=""---""";"=""CAMILLERI Emmanuel""";"=""13.05.1970""";"=""MLT""";"=""69""";"=""62.24""";"=""70""";"=""*73""";"=""73""";"=""73""";"=""83""";"=""87""";"=""90""";"=""90""";"=""163""";"=""V. MEDITERRANEAN CUP""";"=""10.2010""";
"=""9""";"=""m""";"=""4""";"=""---""";"=""---""";"=""AGIUS Ryan""";"=""04.03.1990""";"=""MLT""";"=""69""";"=""64.84""";"=""69""";"=""72""";"=""*75""";"=""72""";"=""85""";"=""90""";"=""*95""";"=""90""";"=""162""";"=""V. MEDITERRANEAN CUP""";"=""10.2010""";
