pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""---""";"=""---""";"=""KHAMSRI Panida""";"=""13.01.1989""";"=""THA""";"=""48""";"=""47.76""";"=""0.0""";"=""0.0""";"=""0.0""";"=""84""";"=""0.0""";"=""0.0""";"=""0.0""";"=""103""";"=""187""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""1""";"=""w""";"=""2""";"=""---""";"=""---""";"=""PHAM Thuy Dung""";"=""17.02.1987""";"=""VIE""";"=""48""";"=""47.59""";"=""0.0""";"=""0.0""";"=""0.0""";"=""74""";"=""0.0""";"=""0.0""";"=""0.0""";"=""93""";"=""167""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""2""";"=""w""";"=""3""";"=""---""";"=""---""";"=""MASHITOH""";"=""08.02.1989""";"=""INA""";"=""48""";"=""47.19""";"=""0.0""";"=""0.0""";"=""0.0""";"=""73""";"=""0.0""";"=""0.0""";"=""0.0""";"=""88""";"=""161""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""3""";"=""w""";"=""4""";"=""---""";"=""---""";"=""MA Aye Cho""";"=""10.03.1993""";"=""MYA""";"=""48""";"=""47.49""";"=""0.0""";"=""0.0""";"=""0.0""";"=""73""";"=""0.0""";"=""0.0""";"=""0.0""";"=""85""";"=""158""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""4""";"=""w""";"=""5""";"=""---""";"=""---""";"=""TEREJA Pereira""";"=""29.07.1992""";"=""TLS""";"=""48""";"=""47.16""";"=""0.0""";"=""0.0""";"=""0.0""";"=""35""";"=""0.0""";"=""0.0""";"=""0.0""";"=""45""";"=""80""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""5""";"=""w""";"=""1""";"=""---""";"=""---""";"=""JAROENRATTANATARAKOON Prapawadee""";"=""29.05.1984""";"=""THA""";"=""53""";"=""52.54""";"=""0.0""";"=""0.0""";"=""0.0""";"=""90""";"=""0.0""";"=""0.0""";"=""0.0""";"=""115""";"=""205""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""6""";"=""w""";"=""2""";"=""---""";"=""---""";"=""FEBRIANTI Citra""";"=""22.02.1988""";"=""INA""";"=""53""";"=""52.02""";"=""0.0""";"=""0.0""";"=""0.0""";"=""88""";"=""0.0""";"=""0.0""";"=""0.0""";"=""115""";"=""203""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""7""";"=""w""";"=""3""";"=""---""";"=""---""";"=""NGUYEN Thi Thuy""";"=""23.08.1990""";"=""VIE""";"=""53""";"=""51.88""";"=""0.0""";"=""0.0""";"=""0.0""";"=""85""";"=""0.0""";"=""0.0""";"=""0.0""";"=""115""";"=""200""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""8""";"=""w""";"=""4""";"=""---""";"=""---""";"=""LWIN Aye Thanda Lw.""";"=""26.03.1991""";"=""MYA""";"=""53""";"=""52.36""";"=""0.0""";"=""0.0""";"=""0.0""";"=""85""";"=""0.0""";"=""0.0""";"=""0.0""";"=""106""";"=""191""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""9""";"=""w""";"=""5""";"=""---""";"=""---""";"=""AZIZAH Binti Fadzil""";"=""14.01.1991""";"=""MAS""";"=""53""";"=""51.51""";"=""0.0""";"=""0.0""";"=""0.0""";"=""79""";"=""0.0""";"=""0.0""";"=""0.0""";"=""97""";"=""176""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""10""";"=""w""";"=""6""";"=""---""";"=""---""";"=""WONG Kar Mun Helena""";"=""11.04.1988""";"=""SGP""";"=""53""";"=""52.69""";"=""0.0""";"=""0.0""";"=""0.0""";"=""70""";"=""0.0""";"=""0.0""";"=""0.0""";"=""83""";"=""153""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""11""";"=""w""";"=""7""";"=""---""";"=""---""";"=""ROJAS Kelle Kay""";"=""06.04.1991""";"=""PHI""";"=""53""";"=""48.40""";"=""0.0""";"=""0.0""";"=""0.0""";"=""65""";"=""0.0""";"=""0.0""";"=""0.0""";"=""87""";"=""152""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""12""";"=""w""";"=""8""";"=""---""";"=""---""";"=""LORTOUNGDAUE Mailor""";"=""08.12.1993""";"=""LAO""";"=""53""";"=""51.86""";"=""0.0""";"=""0.0""";"=""0.0""";"=""45""";"=""0.0""";"=""0.0""";"=""0.0""";"=""62""";"=""107""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""13""";"=""w""";"=""9""";"=""---""";"=""---""";"=""BINTI SYD ANUAR Sharifah Inani Najwa""";"=""01.01.1990""";"=""MAS""";"=""53""";"=""52.92""";"=""0.0""";"=""0.0""";"=""0.0""";"=""77""";"=""0.0""";"=""0.0""";"=""0.0""";"=""---""";"=""0""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""14""";"=""m""";"=""1""";"=""---""";"=""---""";"=""TRAN Le Quoc Toan""";"=""05.04.1989""";"=""VIE""";"=""56""";"=""55.68""";"=""0.0""";"=""0.0""";"=""0.0""";"=""125""";"=""0.0""";"=""0.0""";"=""0.0""";"=""155""";"=""280""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""15""";"=""m""";"=""2""";"=""---""";"=""---""";"=""SETIADI Jadi""";"=""02.02.1985""";"=""INA""";"=""56""";"=""55.68""";"=""0.0""";"=""0.0""";"=""0.0""";"=""124""";"=""0.0""";"=""0.0""";"=""0.0""";"=""154""";"=""278""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""16""";"=""m""";"=""3""";"=""---""";"=""---""";"=""THACH Kim Tuan""";"=""15.01.1994""";"=""VIE""";"=""56""";"=""55.30""";"=""0.0""";"=""0.0""";"=""0.0""";"=""124""";"=""0.0""";"=""0.0""";"=""0.0""";"=""147""";"=""271""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""17""";"=""m""";"=""4""";"=""---""";"=""---""";"=""COLONIA Nestor""";"=""16.02.1992""";"=""PHI""";"=""56""";"=""55.00""";"=""0.0""";"=""0.0""";"=""0.0""";"=""110""";"=""0.0""";"=""0.0""";"=""0.0""";"=""148""";"=""258""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""18""";"=""m""";"=""5""";"=""---""";"=""---""";"=""PYAE Phyo""";"=""14.12.1989""";"=""MYA""";"=""56""";"=""55.66""";"=""0.0""";"=""0.0""";"=""0.0""";"=""107""";"=""0.0""";"=""0.0""";"=""0.0""";"=""120""";"=""227""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""19""";"=""w""";"=""1""";"=""---""";"=""---""";"=""GULNOI Rattikan""";"=""17.07.1993""";"=""THA""";"=""58""";"=""57.84""";"=""0.0""";"=""0.0""";"=""0.0""";"=""98""";"=""0.0""";"=""0.0""";"=""0.0""";"=""125""";"=""223""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""20""";"=""w""";"=""2""";"=""---""";"=""---""";"=""DIAZ Hidilyn """;"=""20.02.1991""";"=""PHI""";"=""58""";"=""56.92""";"=""0.0""";"=""0.0""";"=""0.0""";"=""95""";"=""0.0""";"=""0.0""";"=""0.0""";"=""120""";"=""215""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""21""";"=""w""";"=""3""";"=""---""";"=""---""";"=""PRAMITA Okta Dwi""";"=""15.10.1986""";"=""INA""";"=""58""";"=""57.43""";"=""0.0""";"=""0.0""";"=""0.0""";"=""91""";"=""0.0""";"=""0.0""";"=""0.0""";"=""116""";"=""207""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""22""";"=""w""";"=""4""";"=""---""";"=""---""";"=""VUONG Thi Huyen""";"=""22.06.1992""";"=""VIE""";"=""58""";"=""54.20""";"=""0.0""";"=""0.0""";"=""0.0""";"=""85""";"=""0.0""";"=""0.0""";"=""0.0""";"=""110""";"=""195""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""23""";"=""w""";"=""5""";"=""---""";"=""---""";"=""FRENCEAY Titus""";"=""12.01.1991""";"=""MAS""";"=""58""";"=""56.98""";"=""0.0""";"=""0.0""";"=""0.0""";"=""75""";"=""0.0""";"=""0.0""";"=""0.0""";"=""101""";"=""176""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""24""";"=""w""";"=""6""";"=""---""";"=""---""";"=""MATIN Elyone""";"=""15.07.1990""";"=""MAS""";"=""58""";"=""57.69""";"=""0.0""";"=""0.0""";"=""0.0""";"=""77""";"=""0.0""";"=""0.0""";"=""0.0""";"=""90""";"=""167""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""25""";"=""w""";"=""7""";"=""---""";"=""---""";"=""HAY Mar Myint Win""";"=""14.03.1988""";"=""MYA""";"=""58""";"=""56.28""";"=""0.0""";"=""0.0""";"=""0.0""";"=""72""";"=""0.0""";"=""0.0""";"=""0.0""";"=""90""";"=""162""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""26""";"=""w""";"=""8""";"=""---""";"=""---""";"=""LY Kheuakham""";"=""14.06.1993""";"=""LAO""";"=""58""";"=""55.37""";"=""0.0""";"=""0.0""";"=""0.0""";"=""65""";"=""0.0""";"=""0.0""";"=""0.0""";"=""76""";"=""141""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""27""";"=""m""";"=""1""";"=""---""";"=""---""";"=""IRAWAN Eko Yuli """;"=""24.07.1989""";"=""INA""";"=""62""";"=""61.97""";"=""0.0""";"=""0.0""";"=""0.0""";"=""136""";"=""0.0""";"=""0.0""";"=""0.0""";"=""166""";"=""302""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""28""";"=""m""";"=""2""";"=""---""";"=""---""";"=""HASBI Muhamad""";"=""12.07.1992""";"=""INA""";"=""62""";"=""61.65""";"=""0.0""";"=""0.0""";"=""0.0""";"=""122""";"=""0.0""";"=""0.0""";"=""0.0""";"=""161""";"=""283""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""29""";"=""m""";"=""3""";"=""---""";"=""---""";"=""NGUYEN Ngoc Trung""";"=""13.11.1991""";"=""VIE""";"=""62""";"=""60.93""";"=""0.0""";"=""0.0""";"=""0.0""";"=""125""";"=""0.0""";"=""0.0""";"=""0.0""";"=""147""";"=""272""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""30""";"=""m""";"=""4""";"=""---""";"=""---""";"=""SE Thu Tun""";"=""16.06.1993""";"=""MYA""";"=""62""";"=""61.88""";"=""0.0""";"=""0.0""";"=""0.0""";"=""92""";"=""0.0""";"=""0.0""";"=""0.0""";"=""120""";"=""212""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""31""";"=""m""";"=""5""";"=""---""";"=""---""";"=""SAYKHAM Chindaphothilard""";"=""01.06.1991""";"=""LAO""";"=""62""";"=""61.60""";"=""0.0""";"=""0.0""";"=""0.0""";"=""86""";"=""0.0""";"=""0.0""";"=""0.0""";"=""111""";"=""197""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
"=""32""";"=""m""";"=""6""";"=""---""";"=""---""";"=""FERNANDO Brito""";"=""02.10.1981""";"=""TLS""";"=""62""";"=""59.64""";"=""0.0""";"=""0.0""";"=""0.0""";"=""60""";"=""0.0""";"=""0.0""";"=""0.0""";"=""75""";"=""135""";"=""26TH SOUTHEAST ASIAN (SEA) GAMES""";"=""11.2011""";
