pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""LI Xuezhao""";"=""19.07.1979""";"=""CHN""";"=""48""";"=""47.60""";"=""75""";"=""80""";"=""*83""";"=""80""";"=""100""";"=""108""";"=""112.5""";"=""112.5""";"=""192.5""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""1""";"=""w""";"=""2""";"=""2""";"=""2""";"=""NIYANAGI Kaori""";"=""21.11.1977""";"=""JPN""";"=""48""";"=""47.60""";"=""*72.5""";"=""*72.5""";"=""72.5""";"=""72.5""";"=""95""";"=""100""";"=""*102.5""";"=""100""";"=""172.5""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""2""";"=""w""";"=""3""";"=""3""";"=""3""";"=""IMAOKA Masumi""";"=""15.11.1976""";"=""JPN""";"=""48""";"=""45.50""";"=""*65""";"=""65""";"=""*67.5""";"=""65""";"=""75""";"=""80""";"=""*82.5""";"=""80""";"=""145""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""3""";"=""w""";"=""1""";"=""1""";"=""1""";"=""ZHONG Yan""";"=""08.07.1978""";"=""CHN""";"=""53""";"=""50.70""";"=""75""";"=""77.5""";"=""80""";"=""80""";"=""90""";"=""97.5""";"=""102.5""";"=""102.5""";"=""182.5""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""4""";"=""w""";"=""2""";"=""2""";"=""2""";"=""HUANG Chin-Hsiu""";"=""21.10.1976""";"=""TPE""";"=""53""";"=""51.90""";"=""67.5""";"=""72.5""";"=""77.5""";"=""77.5""";"=""85""";"=""90""";"=""95""";"=""95""";"=""172.5""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""5""";"=""w""";"=""3""";"=""3""";"=""3""";"=""MUNOZ Bibiana""";"=""24.02.1971""";"=""COL""";"=""53""";"=""52.30""";"=""60""";"=""62.5""";"=""*65""";"=""62.5""";"=""85""";"=""*90""";"=""90""";"=""90""";"=""152.5""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""6""";"=""w""";"=""4""";"=""4""";"=""4""";"=""AIDONIDOU Rebeka""";"=""14.04.1976""";"=""GRE""";"=""53""";"=""52.90""";"=""57.5""";"=""60""";"=""62.5""";"=""62.5""";"=""75""";"=""80""";"=""*82.5""";"=""80""";"=""142.5""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""7""";"=""w""";"=""5""";"=""5""";"=""5""";"=""SHAHAR Michal""";"=""19.10.1974""";"=""ISR""";"=""53""";"=""52.40""";"=""52.5""";"=""*57.5""";"=""*57.5""";"=""52.5""";"=""*62.5""";"=""62.5""";"=""67.5""";"=""67.5""";"=""120""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""8""";"=""m""";"=""1""";"=""1""";"=""1""";"=""WANG Shin-Yuan""";"=""06.07.1976""";"=""TPE""";"=""56""";"=""55.50""";"=""100""";"=""105""";"=""110""";"=""110""";"=""130""";"=""140""";"=""*150""";"=""140""";"=""250""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""9""";"=""m""";"=""2""";"=""2""";"=""2""";"=""LANSKI Piotr""";"=""06.06.1976""";"=""POL""";"=""56""";"=""55.80""";"=""95""";"=""*100""";"=""102.5""";"=""102.5""";"=""117.5""";"=""125""";"=""*127.5""";"=""125""";"=""227.5""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""10""";"=""w""";"=""1""";"=""1""";"=""1""";"=""CHEN Yanqing""";"=""05.04.1979""";"=""CHN""";"=""58""";"=""57.70""";"=""95.5""";"=""97.5""";"=""---""";"=""97.5""";"=""120.5""";"=""122.5""";"=""---""";"=""122.5""";"=""220""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""11""";"=""w""";"=""2""";"=""3""";"=""2""";"=""TURCOTTE Maryse""";"=""23.02.1975""";"=""CAN""";"=""58""";"=""55.70""";"=""80""";"=""82.5""";"=""85""";"=""85""";"=""110""";"=""115""";"=""*117.5""";"=""115""";"=""200""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""12""";"=""w""";"=""3""";"=""2""";"=""4""";"=""OU Yi-Hui""";"=""19.02.1977""";"=""TPE""";"=""58""";"=""55.50""";"=""80""";"=""82.5""";"=""85""";"=""85""";"=""100""";"=""*102.5""";"=""*102.5""";"=""100""";"=""185""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""13""";"=""w""";"=""4""";"=""4""";"=""3""";"=""McGERRIGLE Miel""";"=""20.09.1977""";"=""CAN""";"=""58""";"=""57.80""";"=""77.5""";"=""*82.5""";"=""82.5""";"=""82.5""";"=""102.5""";"=""*107.5""";"=""*107.5""";"=""102.5""";"=""185""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""14""";"=""w""";"=""5""";"=""5""";"=""5""";"=""MISIRLI Konstantina""";"=""30.01.1974""";"=""GRE""";"=""58""";"=""57.70""";"=""60""";"=""*65""";"=""65""";"=""65""";"=""80""";"=""82.5""";"=""85""";"=""85""";"=""150""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""15""";"=""w""";"=""6""";"=""6""";"=""6""";"=""MARTINEZ Blanca""";"=""06.10.1973""";"=""ESA""";"=""58""";"=""57.40""";"=""57.5""";"=""*62.5""";"=""62.5""";"=""62.5""";"=""75""";"=""*80""";"=""*80""";"=""75""";"=""137.5""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""16""";"=""w""";"=""7""";"=""7""";"=""7""";"=""MARKOVITZ Ronit""";"=""26.08.1973""";"=""ISR""";"=""58""";"=""57.80""";"=""30""";"=""32.5""";"=""*35""";"=""32.5""";"=""35""";"=""*40""";"=""42.5""";"=""42.5""";"=""75""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""17""";"=""m""";"=""1""";"=""1""";"=""1""";"=""YU Tingxiao""";"=""24.02.1975""";"=""CHN""";"=""62""";"=""61.50""";"=""120""";"=""130""";"=""*132.5""";"=""130""";"=""150""";"=""160""";"=""*167.5""";"=""160""";"=""290""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""18""";"=""m""";"=""2""";"=""2""";"=""3""";"=""CHEN Po-Fu""";"=""08.08.1977""";"=""TPE""";"=""62""";"=""62.00""";"=""110""";"=""117.5""";"=""120""";"=""120""";"=""140""";"=""145""";"=""*150""";"=""145""";"=""265""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""19""";"=""m""";"=""3""";"=""3""";"=""2""";"=""SAKIMURA Koki""";"=""25.02.1977""";"=""JPN""";"=""62""";"=""61.90""";"=""*110""";"=""110""";"=""*115""";"=""110""";"=""140""";"=""145""";"=""147.5""";"=""147.5""";"=""257.5""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""20""";"=""m""";"=""4""";"=""4""";"=""4""";"=""LOBACZ Marek""";"=""06.03.1974""";"=""POL""";"=""62""";"=""62.00""";"=""110""";"=""*112.5""";"=""*112.5""";"=""110""";"=""140""";"=""*147.5""";"=""*150""";"=""140""";"=""250""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""21""";"=""m""";"=""5""";"=""5""";"=""5""";"=""DADASHOV Dadash""";"=""17.08.1977""";"=""AZE""";"=""62""";"=""61.70""";"=""95""";"=""100""";"=""105""";"=""105""";"=""125""";"=""130""";"=""*135""";"=""130""";"=""235""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""22""";"=""m""";"=""6""";"=""6""";"=""6""";"=""FORSELL Esa""";"=""07.10.1980""";"=""FIN""";"=""62""";"=""60.80""";"=""80""";"=""82.5""";"=""85""";"=""85""";"=""97.5""";"=""102.5""";"=""105""";"=""105""";"=""190""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""23""";"=""w""";"=""1""";"=""1""";"=""1""";"=""DIAO Weiwei""";"=""11.08.1979""";"=""CHN""";"=""63""";"=""62.50""";"=""95""";"=""100.5""";"=""102.5""";"=""102.5""";"=""*122.5""";"=""122.5""";"=""128""";"=""128""";"=""230""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""24""";"=""w""";"=""2""";"=""2""";"=""2""";"=""HUANG Shu-Mei""";"=""13.06.1977""";"=""TPE""";"=""63""";"=""62.70""";"=""85""";"=""*100.5""";"=""---""";"=""85""";"=""110""";"=""115""";"=""---""";"=""115""";"=""200""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""25""";"=""w""";"=""3""";"=""3""";"=""3""";"=""COOPER Michal""";"=""25.08.1971""";"=""ISR""";"=""63""";"=""60.10""";"=""57.5""";"=""*62.5""";"=""62.5""";"=""62.5""";"=""77.5""";"=""82.5""";"=""87.5""";"=""87.5""";"=""150""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""26""";"=""w""";"=""4""";"=""4""";"=""4""";"=""KALAS Monika""";"=""18.12.1977""";"=""POL""";"=""63""";"=""62.80""";"=""*60""";"=""60""";"=""62.5""";"=""62.5""";"=""75""";"=""*80""";"=""*80""";"=""75""";"=""137.5""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
"=""27""";"=""m""";"=""1""";"=""1""";"=""1""";"=""WAN Jianghui""";"=""03.01.1975""";"=""CHN""";"=""69""";"=""68.90""";"=""140""";"=""150""";"=""152.5""";"=""152.5""";"=""165""";"=""175""";"=""180""";"=""180""";"=""332.5""";"=""1st UNIVERSITY WORLD CUP""";"=""04.1998""";
