pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""---""";"=""---""";"=""WANG Mingjuan""";"=""11.10.1985""";"=""CHN""";"=""48""";"=""47.84""";"=""89""";"=""91""";"=""95""";"=""95""";"=""110""";"=""115""";"=""*117""";"=""115""";"=""210""";"=""2010 ASIAN GAMES""";"=""11.2010""";
"=""1""";"=""w""";"=""2""";"=""---""";"=""---""";"=""LAOSIRIKUL Pensiri""";"=""17.01.1984""";"=""THA""";"=""48""";"=""47.28""";"=""*83""";"=""83""";"=""*86""";"=""83""";"=""103""";"=""109""";"=""*114""";"=""109""";"=""192""";"=""2010 ASIAN GAMES""";"=""11.2010""";
"=""2""";"=""w""";"=""3""";"=""---""";"=""---""";"=""CHEN Wei-Ling""";"=""04.01.1982""";"=""TPE""";"=""48""";"=""47.24""";"=""83""";"=""86""";"=""*88""";"=""86""";"=""105""";"=""*110""";"=""*110""";"=""105""";"=""191""";"=""2010 ASIAN GAMES""";"=""11.2010""";
"=""3""";"=""w""";"=""4""";"=""---""";"=""---""";"=""BUNPHITHAK Pramsiri""";"=""13.01.1984""";"=""THA""";"=""48""";"=""47.25""";"=""*80""";"=""80""";"=""*83""";"=""80""";"=""95""";"=""101""";"=""*103""";"=""101""";"=""181""";"=""2010 ASIAN GAMES""";"=""11.2010""";
"=""4""";"=""w""";"=""5""";"=""---""";"=""---""";"=""CHANU NGANGBAM Soniya""";"=""15.02.1980""";"=""IND""";"=""48""";"=""47.91""";"=""*70""";"=""70""";"=""75""";"=""75""";"=""90""";"=""95""";"=""*99""";"=""95""";"=""170""";"=""2010 ASIAN GAMES""";"=""11.2010""";
"=""5""";"=""w""";"=""6""";"=""---""";"=""---""";"=""ATOM Sandhya Rani Devi""";"=""05.04.1980""";"=""IND""";"=""48""";"=""47.92""";"=""66""";"=""70""";"=""*73""";"=""70""";"=""84""";"=""88""";"=""*91""";"=""88""";"=""158""";"=""2010 ASIAN GAMES""";"=""11.2010""";
"=""6""";"=""w""";"=""7""";"=""---""";"=""---""";"=""SHABIRA Molla""";"=""01.01.1990""";"=""BAN""";"=""48""";"=""47.91""";"=""60""";"=""*65""";"=""*65""";"=""60""";"=""70""";"=""75""";"=""*77""";"=""75""";"=""135""";"=""2010 ASIAN GAMES""";"=""11.2010""";
"=""7""";"=""w""";"=""---""";"=""---""";"=""---""";"=""NGUYEN Thi Hong""";"=""15.05.1994""";"=""VIE""";"=""48""";"=""47.17""";"=""*60""";"=""60""";"=""65""";"=""65""";"=""*85""";"=""*85""";"=""---""";"=""---""";"=""0""";"=""2010 ASIAN GAMES""";"=""11.2010""";
"=""8""";"=""w""";"=""1""";"=""---""";"=""---""";"=""LI Ping""";"=""15.09.1988""";"=""CHN""";"=""53""";"=""52.64""";"=""96""";"=""100""";"=""103""";"=""103""";"=""123""";"=""127""";"=""*130""";"=""127""";"=""230""";"=""2010 ASIAN GAMES""";"=""11.2010""";
"=""9""";"=""w""";"=""2""";"=""---""";"=""---""";"=""CHINSHANLO Zulfiya""";"=""25.07.1993""";"=""KAZ""";"=""53""";"=""52.58""";"=""90""";"=""95""";"=""97""";"=""97""";"=""122""";"=""*130""";"=""*130""";"=""122""";"=""219""";"=""2010 ASIAN GAMES""";"=""11.2010""";
