pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""1""";"=""2""";"=""AZIZAH Binti Fadzil""";"=""14.01.1991""";"=""MAS""";"=""48""";"=""47.98""";"=""65""";"=""* 68""";"=""68""";"=""68""";"=""83""";"=""* 85""";"=""* 86""";"=""83""";"=""151""";"=""IWF CONTINENTAL CLUBS GRAND PRIX""";"=""12.2010""";
"=""1""";"=""W""";"=""2""";"=""2""";"=""1""";"=""KHUMUKCHAM Sanjita Chanu""";"=""02.01.1994""";"=""IND""";"=""48""";"=""47.62""";"=""* 62""";"=""62""";"=""65""";"=""65""";"=""* 83""";"=""83""";"=""* 87""";"=""83""";"=""148""";"=""IWF CONTINENTAL CLUBS GRAND PRIX""";"=""12.2010""";
"=""2""";"=""W""";"=""3""";"=""3""";"=""3""";"=""SHABIRA Molla""";"=""01.01.1990""";"=""BAN""";"=""48""";"=""47.60""";"=""55""";"=""62""";"=""* 66""";"=""62""";"=""65""";"=""71""";"=""* 76""";"=""71""";"=""133""";"=""IWF CONTINENTAL CLUBS GRAND PRIX""";"=""12.2010""";
"=""3""";"=""W""";"=""1""";"=""1""";"=""1""";"=""ZHANG Junjun """;"=""15.07.1990""";"=""CHN""";"=""53""";"=""52.82""";"=""* 80""";"=""80""";"=""85""";"=""85""";"=""110""";"=""115""";"=""117""";"=""117""";"=""202""";"=""IWF CONTINENTAL CLUBS GRAND PRIX""";"=""12.2010""";
"=""4""";"=""W""";"=""2""";"=""2""";"=""2""";"=""FEBRIANTI Citra""";"=""22.02.1988""";"=""INA""";"=""53""";"=""52.20""";"=""84""";"=""* 87""";"=""* 87""";"=""84""";"=""105""";"=""110""";"=""*111""";"=""110""";"=""194""";"=""IWF CONTINENTAL CLUBS GRAND PRIX""";"=""12.2010""";
"=""5""";"=""W""";"=""3""";"=""3""";"=""3""";"=""LAOSIRIKUL Pensiri""";"=""17.01.1984""";"=""THA""";"=""53""";"=""49.08""";"=""75""";"=""81""";"=""* 85""";"=""81""";"=""100""";"=""105""";"=""*110""";"=""105""";"=""186""";"=""IWF CONTINENTAL CLUBS GRAND PRIX""";"=""12.2010""";
"=""6""";"=""W""";"=""4""";"=""4""";"=""4""";"=""MATSA Santoshi""";"=""10.03.1994""";"=""IND""";"=""53""";"=""52.52""";"=""65""";"=""67""";"=""71""";"=""71""";"=""85""";"=""90""";"=""92""";"=""92""";"=""163""";"=""IWF CONTINENTAL CLUBS GRAND PRIX""";"=""12.2010""";
"=""7""";"=""W""";"=""5""";"=""6""";"=""5""";"=""KRISANI Pramila""";"=""09.01.1996""";"=""IND""";"=""53""";"=""52.78""";"=""62""";"=""65""";"=""67""";"=""67""";"=""* 83""";"=""83""";"=""87""";"=""87""";"=""154""";"=""IWF CONTINENTAL CLUBS GRAND PRIX""";"=""12.2010""";
"=""8""";"=""W""";"=""6""";"=""5""";"=""6""";"=""RAIHAN Binti Yusoff""";"=""01.07.1988""";"=""MAS""";"=""53""";"=""52.92""";"=""65""";"=""68""";"=""* 72""";"=""68""";"=""80""";"=""86""";"=""* 91""";"=""86""";"=""154""";"=""IWF CONTINENTAL CLUBS GRAND PRIX""";"=""12.2010""";
"=""9""";"=""W""";"=""7""";"=""7""";"=""7""";"=""NOERE Tahiri """;"=""19.07.1991""";"=""NCL""";"=""53""";"=""52.84""";"=""35""";"=""* 40""";"=""40""";"=""40""";"=""45""";"=""50""";"=""* 55""";"=""50""";"=""90""";"=""IWF CONTINENTAL CLUBS GRAND PRIX""";"=""12.2010""";
