pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""1""";"=""1""";"=""TAYLAN Nurcan""";"=""29.10.1983""";"=""TUR""";"=""48""";"=""47.88""";"=""90""";"=""93""";"=""* 99""";"=""93""";"=""112""";"=""116""";"=""121""";"=""121""";"=""214""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
"=""1""";"=""W""";"=""2""";"=""2""";"=""3""";"=""OZKAN KONAK Sibel""";"=""03.03.1988""";"=""TUR""";"=""48""";"=""47.72""";"=""87""";"=""90""";"=""* 93""";"=""90""";"=""110""";"=""115""";"=""*119""";"=""115""";"=""205""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
"=""2""";"=""W""";"=""3""";"=""3""";"=""2""";"=""TIAN Yuan""";"=""29.01.1993""";"=""CHN""";"=""48""";"=""47.83""";"=""82""";"=""86""";"=""88""";"=""88""";"=""106""";"=""113""";"=""116""";"=""116""";"=""204""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
"=""3""";"=""W""";"=""4""";"=""4""";"=""5""";"=""BUNPHITHAK Pramsiri""";"=""13.01.1984""";"=""THA""";"=""48""";"=""47.71""";"=""81""";"=""83""";"=""* 86""";"=""83""";"=""*103""";"=""103""";"=""*105""";"=""103""";"=""186""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
"=""4""";"=""W""";"=""5""";"=""5""";"=""4""";"=""CHEN Wei-Ling""";"=""04.01.1982""";"=""TPE""";"=""48""";"=""47.08""";"=""77""";"=""80""";"=""* 82""";"=""80""";"=""98""";"=""102""";"=""105""";"=""105""";"=""185""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
"=""5""";"=""W""";"=""6""";"=""7""";"=""8""";"=""IM Jyoung Hwa""";"=""07.12.1986""";"=""KOR""";"=""48""";"=""47.94""";"=""80""";"=""* 84""";"=""* 84""";"=""80""";"=""100""";"=""*104""";"=""*104""";"=""100""";"=""180""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
"=""6""";"=""W""";"=""7""";"=""6""";"=""9""";"=""KARPINSKA Marzena""";"=""19.02.1988""";"=""POL""";"=""48""";"=""47.87""";"=""80""";"=""* 83""";"=""* 83""";"=""80""";"=""* 93""";"=""93""";"=""96""";"=""96""";"=""176""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
"=""7""";"=""W""";"=""8""";"=""11""";"=""7""";"=""RYANG Chun Hwa""";"=""12.06.1991""";"=""PRK""";"=""48""";"=""47.40""";"=""* 75""";"=""75""";"=""* 80""";"=""75""";"=""*100""";"=""*100""";"=""100""";"=""100""";"=""175""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
"=""8""";"=""W""";"=""9""";"=""14""";"=""6""";"=""KHAMSRI Panida""";"=""13.01.1989""";"=""THA""";"=""48""";"=""47.20""";"=""* 74""";"=""74""";"=""* 78""";"=""74""";"=""100""";"=""*104""";"=""*104""";"=""100""";"=""174""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
"=""9""";"=""W""";"=""10""";"=""10""";"=""11""";"=""VALENCIA HERNANDEZ Carolina""";"=""08.02.1985""";"=""MEX""";"=""48""";"=""47.87""";"=""76""";"=""* 78""";"=""* 79""";"=""76""";"=""95""";"=""* 98""";"=""* 98""";"=""95""";"=""171""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
"=""10""";"=""W""";"=""11""";"=""8""";"=""16""";"=""BRAHJA Shqiponje""";"=""28.07.1973""";"=""ALB""";"=""48""";"=""47.94""";"=""73""";"=""77""";"=""80""";"=""80""";"=""85""";"=""90""";"=""* 93""";"=""90""";"=""170""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
"=""11""";"=""W""";"=""12""";"=""12""";"=""12""";"=""PAGLIARO Genny Caterina""";"=""15.10.1988""";"=""ITA""";"=""48""";"=""47.68""";"=""* 75""";"=""75""";"=""* 78""";"=""75""";"=""90""";"=""93""";"=""* 95""";"=""93""";"=""168""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
"=""12""";"=""W""";"=""13""";"=""9""";"=""15""";"=""YELISSEYEVA Margarita""";"=""20.07.1992""";"=""KAZ""";"=""48""";"=""47.81""";"=""72""";"=""76""";"=""78""";"=""78""";"=""90""";"=""* 95""";"=""* 95""";"=""90""";"=""168""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
"=""13""";"=""W""";"=""14""";"=""13""";"=""13""";"=""MIZUOCHI Honami""";"=""05.02.1993""";"=""JPN""";"=""48""";"=""47.93""";"=""* 75""";"=""75""";"=""* 78""";"=""75""";"=""92""";"=""* 95""";"=""* 95""";"=""92""";"=""167""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
"=""14""";"=""W""";"=""15""";"=""16""";"=""10""";"=""JUAN TELLO Estefania""";"=""17.08.1981""";"=""ESP""";"=""48""";"=""47.58""";"=""* 70""";"=""70""";"=""* 75""";"=""70""";"=""90""";"=""93""";"=""95""";"=""95""";"=""165""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
"=""15""";"=""W""";"=""16""";"=""17""";"=""14""";"=""VRIES Portia Charmaine""";"=""21.07.1984""";"=""RSA""";"=""48""";"=""47.57""";"=""63""";"=""66""";"=""68""";"=""68""";"=""90""";"=""* 93""";"=""* 93""";"=""90""";"=""158""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
"=""16""";"=""W""";"=""17""";"=""15""";"=""21""";"=""REXROAD Kelly Elizabeth""";"=""30.03.1978""";"=""USA""";"=""48""";"=""47.89""";"=""* 69""";"=""69""";"=""71""";"=""71""";"=""84""";"=""* 88""";"=""* 88""";"=""84""";"=""155""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
"=""17""";"=""W""";"=""18""";"=""22""";"=""18""";"=""REYES POZO Carolanni""";"=""13.07.1991""";"=""DOM""";"=""48""";"=""47.86""";"=""65""";"=""* 68""";"=""* 68""";"=""65""";"=""83""";"=""* 87""";"=""87""";"=""87""";"=""152""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
"=""18""";"=""W""";"=""19""";"=""18""";"=""20""";"=""D ALESSANDRO Giovanna""";"=""22.07.1982""";"=""ITA""";"=""48""";"=""45.18""";"=""60""";"=""65""";"=""67""";"=""67""";"=""80""";"=""84""";"=""* 86""";"=""84""";"=""151""";"=""78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS""";"=""09.2010""";
