pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""2""";"=""1""";"=""KHUMUKCHAM Sanjita Chanu""";"=""02.01.1994""";"=""IND""";"=""48""";"=""47.95""";"=""78""";"=""81""";"=""*83""";"=""81""";"=""98""";"=""101""";"=""*104""";"=""101""";"=""182""";"=""2015 COMMONWEALTH CHAMPIONSHIPS""";"=""10.2015""";
"=""1""";"=""w""";"=""2""";"=""1""";"=""2""";"=""MIRABAI Chanu Saikhom""";"=""08.08.1994""";"=""IND""";"=""48""";"=""47.60""";"=""78""";"=""81""";"=""*83""";"=""81""";"=""96""";"=""100""";"=""*103""";"=""100""";"=""181""";"=""2015 COMMONWEALTH CHAMPIONSHIPS""";"=""10.2015""";
"=""2""";"=""w""";"=""3""";"=""3""";"=""3""";"=""TOUA Thelma Mea""";"=""30.03.1991""";"=""PNG""";"=""48""";"=""47.83""";"=""70""";"=""*74""";"=""*74""";"=""70""";"=""85""";"=""*90""";"=""*90""";"=""85""";"=""155""";"=""2015 COMMONWEALTH CHAMPIONSHIPS""";"=""10.2015""";
"=""3""";"=""w""";"=""4""";"=""4""";"=""4""";"=""ABEYSEKARA D. D. D.""";"=""16.11.1997""";"=""SRI""";"=""48""";"=""47.94""";"=""61""";"=""63""";"=""65""";"=""65""";"=""77""";"=""80""";"=""*83""";"=""80""";"=""145""";"=""2015 COMMONWEALTH CHAMPIONSHIPS""";"=""10.2015""";
"=""4""";"=""w""";"=""5""";"=""5""";"=""5""";"=""BAVETTA Loridana""";"=""08.07.1992""";"=""GBR""";"=""48""";"=""47.89""";"=""54""";"=""*58""";"=""58""";"=""58""";"=""71""";"=""75""";"=""*77""";"=""75""";"=""133""";"=""2015 COMMONWEALTH CHAMPIONSHIPS""";"=""10.2015""";
"=""5""";"=""w""";"=""6""";"=""6""";"=""6""";"=""RESHMA Jahura Akter""";"=""11.07.1998""";"=""BAN""";"=""48""";"=""46.71""";"=""45""";"=""53""";"=""*56""";"=""53""";"=""60""";"=""67""";"=""70""";"=""70""";"=""123""";"=""2015 COMMONWEALTH CHAMPIONSHIPS""";"=""10.2015""";
"=""6""";"=""w""";"=""1""";"=""1""";"=""1""";"=""MATSA Santoshi""";"=""10.03.1994""";"=""IND""";"=""53""";"=""52.40""";"=""77""";"=""80""";"=""82""";"=""82""";"=""104""";"=""108""";"=""*110""";"=""108""";"=""190""";"=""2015 COMMONWEALTH CHAMPIONSHIPS""";"=""10.2015""";
"=""7""";"=""w""";"=""2""";"=""2""";"=""2""";"=""TOUA Loa Dika""";"=""23.06.1984""";"=""PNG""";"=""53""";"=""52.99""";"=""70""";"=""74""";"=""77""";"=""77""";"=""93""";"=""100""";"=""---""";"=""100""";"=""177""";"=""2015 COMMONWEALTH CHAMPIONSHIPS""";"=""10.2015""";
"=""8""";"=""w""";"=""3""";"=""3""";"=""3""";"=""WARNAKULASURIYA Wadumesthreege C.M.""";"=""12.10.1990""";"=""SRI""";"=""53""";"=""52.34""";"=""67""";"=""*71""";"=""71""";"=""71""";"=""85""";"=""90""";"=""*93""";"=""90""";"=""161""";"=""2015 COMMONWEALTH CHAMPIONSHIPS""";"=""10.2015""";
"=""9""";"=""w""";"=""4""";"=""4""";"=""4""";"=""LIFU Mary Kini""";"=""15.10.1994""";"=""SOL""";"=""53""";"=""52.69""";"=""61""";"=""*64""";"=""64""";"=""64""";"=""75""";"=""83""";"=""*87""";"=""83""";"=""147""";"=""2015 COMMONWEALTH CHAMPIONSHIPS""";"=""10.2015""";
