pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""1""";"=""1""";"=""BERRIO ZULUAGA Manuela Andrea""";"=""18.06.2000""";"=""COL""";"=""44""";"=""43.32""";"=""65""";"=""67""";"=""* 70""";"=""67""";"=""83""";"=""87""";"=""* 90""";"=""87""";"=""154""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""1""";"=""W""";"=""2""";"=""2""";"=""2""";"=""VINATASARI Nur""";"=""05.07.2001""";"=""INA""";"=""44""";"=""43.55""";"=""* 62""";"=""62""";"=""66""";"=""66""";"=""74""";"=""78""";"=""* 81""";"=""78""";"=""144""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""2""";"=""W""";"=""3""";"=""3""";"=""3""";"=""QUINTANA MENDOZA Rosielis Coromoto""";"=""18.03.2000""";"=""VEN""";"=""44""";"=""43.56""";"=""59""";"=""* 62""";"=""62""";"=""62""";"=""74""";"=""* 76""";"=""77""";"=""77""";"=""139""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""3""";"=""W""";"=""4""";"=""4""";"=""5""";"=""NARIN Ayse""";"=""30.01.2000""";"=""TUR""";"=""44""";"=""43.38""";"=""55""";"=""58""";"=""* 59""";"=""58""";"=""70""";"=""74""";"=""76""";"=""76""";"=""134""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""4""";"=""W""";"=""5""";"=""5""";"=""4""";"=""BUACHATTURAT Chotima""";"=""12.03.2000""";"=""THA""";"=""44""";"=""43.73""";"=""* 56""";"=""56""";"=""* 60""";"=""56""";"=""71""";"=""75""";"=""77""";"=""77""";"=""133""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""5""";"=""W""";"=""6""";"=""7""";"=""6""";"=""DAS Shrabani""";"=""16.03.2002""";"=""IND""";"=""44""";"=""43.92""";"=""51""";"=""54""";"=""* 56""";"=""54""";"=""65""";"=""* 69""";"=""69""";"=""69""";"=""123""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""6""";"=""W""";"=""7""";"=""6""";"=""7""";"=""TAMDEMIR Kevser""";"=""06.07.2000""";"=""TUR""";"=""44""";"=""43.54""";"=""55""";"=""* 58""";"=""* 58""";"=""55""";"=""65""";"=""* 70""";"=""* 71""";"=""65""";"=""120""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""7""";"=""W""";"=""8""";"=""8""";"=""8""";"=""JAMBULLIYE GAMLADDALAGE Upamalika R.G.""";"=""17.01.2001""";"=""SRI""";"=""44""";"=""43.86""";"=""45""";"=""48""";"=""* 51""";"=""48""";"=""57""";"=""60""";"=""* 65""";"=""60""";"=""108""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""8""";"=""W""";"=""9""";"=""9""";"=""9""";"=""NILCY Tunik""";"=""12.09.2001""";"=""MAS""";"=""44""";"=""43.74""";"=""43""";"=""* 45""";"=""* 45""";"=""43""";"=""56""";"=""58""";"=""* 61""";"=""58""";"=""101""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""9""";"=""W""";"=""10""";"=""10""";"=""10""";"=""GALKOTUWE GEDARA JAYATHUNGA Viduranga M.""";"=""19.07.2000""";"=""SRI""";"=""44""";"=""43.81""";"=""35""";"=""40""";"=""* 42""";"=""40""";"=""50""";"=""* 53""";"=""* 53""";"=""50""";"=""90""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""10""";"=""W""";"=""1""";"=""1""";"=""1""";"=""ZHAO Jinhong""";"=""26.05.2001""";"=""CHN""";"=""48""";"=""46.45""";"=""75""";"=""78""";"=""80""";"=""80""";"=""93""";"=""* 95""";"=""95""";"=""95""";"=""175""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""11""";"=""W""";"=""2""";"=""2""";"=""3""";"=""FANG Wan-Ling""";"=""01.12.1999""";"=""TPE""";"=""48""";"=""47.34""";"=""68""";"=""71""";"=""74""";"=""74""";"=""88""";"=""* 91""";"=""* 91""";"=""88""";"=""162""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""12""";"=""W""";"=""3""";"=""4""";"=""4""";"=""REICHARDT Hayley Marie""";"=""27.04.1999""";"=""USA""";"=""48""";"=""47.25""";"=""64""";"=""66""";"=""* 69""";"=""66""";"=""84""";"=""* 86""";"=""86""";"=""86""";"=""152""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""13""";"=""W""";"=""4""";"=""3""";"=""7""";"=""DOGAN Ayse""";"=""12.02.2000""";"=""TUR""";"=""48""";"=""47.64""";"=""63""";"=""66""";"=""69""";"=""69""";"=""77""";"=""80""";"=""82""";"=""82""";"=""151""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""14""";"=""W""";"=""5""";"=""5""";"=""5""";"=""GAONA PARDO Keylin Veronica""";"=""02.08.2002""";"=""ECU""";"=""48""";"=""47.26""";"=""61""";"=""64""";"=""66""";"=""66""";"=""78""";"=""81""";"=""83""";"=""83""";"=""149""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""15""";"=""W""";"=""6""";"=""6""";"=""8""";"=""CHAVAN Mohini Daryappa""";"=""20.05.1999""";"=""IND""";"=""48""";"=""47.70""";"=""63""";"=""66""";"=""* 69""";"=""66""";"=""82""";"=""* 86""";"=""* 86""";"=""82""";"=""148""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""16""";"=""W""";"=""7""";"=""7""";"=""9""";"=""BALTAG Sabina""";"=""24.04.2001""";"=""ROU""";"=""48""";"=""47.83""";"=""* 61""";"=""61""";"=""64""";"=""64""";"=""78""";"=""82""";"=""* 84""";"=""82""";"=""146""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""17""";"=""W""";"=""8""";"=""8""";"=""10""";"=""JONES Catrin Haf""";"=""13.06.1999""";"=""GBR""";"=""48""";"=""47.34""";"=""* 63""";"=""63""";"=""* 66""";"=""63""";"=""* 80""";"=""80""";"=""* 84""";"=""80""";"=""143""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""18""";"=""W""";"=""9""";"=""11""";"=""6""";"=""DALABEHERA Jhilli""";"=""03.02.1999""";"=""IND""";"=""48""";"=""47.57""";"=""* 61""";"=""61""";"=""* 63""";"=""61""";"=""79""";"=""82""";"=""* 85""";"=""82""";"=""143""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""19""";"=""W""";"=""10""";"=""9""";"=""11""";"=""DEMIR Gizem Nur""";"=""24.03.1999""";"=""TUR""";"=""48""";"=""47.63""";"=""60""";"=""63""";"=""* 65""";"=""63""";"=""76""";"=""80""";"=""* 83""";"=""80""";"=""143""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
"=""20""";"=""W""";"=""11""";"=""13""";"=""12""";"=""SEREBRYAKOVA Diana""";"=""25.03.2000""";"=""KAZ""";"=""48""";"=""47.95""";"=""55""";"=""60""";"=""* 65""";"=""60""";"=""75""";"=""80""";"=""* 84""";"=""80""";"=""140""";"=""2016 IWF YOUTH WORLD CHAMPIONSHIPS""";"=""10.2016""";
