pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""CHEN Han-Tung""";"=""05.12.1980""";"=""TPE""";"=""48""";"=""47.51""";"=""70""";"=""*73""";"=""73""";"=""73""";"=""90""";"=""93""";"=""97""";"=""97""";"=""170""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""1""";"=""w""";"=""2""";"=""3""";"=""2""";"=""KLESZCZYNSKA Marta""";"=""13.02.1979""";"=""POL""";"=""48""";"=""47.63""";"=""57""";"=""63""";"=""65""";"=""65""";"=""80""";"=""83""";"=""85""";"=""85""";"=""150""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""2""";"=""w""";"=""3""";"=""2""";"=""3""";"=""VALLE Susanna""";"=""24.04.1980""";"=""GUA""";"=""48""";"=""47.14""";"=""62""";"=""65""";"=""*67""";"=""65""";"=""*73""";"=""73""";"=""*76""";"=""73""";"=""138""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""3""";"=""w""";"=""1""";"=""1""";"=""1""";"=""TAYLAN Nurcan""";"=""29.10.1983""";"=""TUR""";"=""53""";"=""50.98""";"=""80""";"=""85""";"=""---""";"=""85""";"=""95""";"=""100""";"=""---""";"=""100""";"=""185""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""4""";"=""w""";"=""2""";"=""2""";"=""2""";"=""KARADEMIR Emine""";"=""01.03.1985""";"=""TUR""";"=""53""";"=""52.56""";"=""*72""";"=""73""";"=""75""";"=""75""";"=""88""";"=""91""";"=""*93""";"=""91""";"=""166""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""5""";"=""w""";"=""3""";"=""3""";"=""3""";"=""DAVIS Amber""";"=""17.06.1986""";"=""USA""";"=""53""";"=""52.76""";"=""*70""";"=""70""";"=""72""";"=""72""";"=""84""";"=""87""";"=""90""";"=""90""";"=""162""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""6""";"=""w""";"=""4""";"=""4""";"=""5""";"=""PENUNURI VERDUGO Francia Natalie""";"=""19.09.1984""";"=""MEX""";"=""53""";"=""52.95""";"=""*67""";"=""67""";"=""70""";"=""70""";"=""87""";"=""*90""";"=""*95""";"=""87""";"=""157""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""7""";"=""w""";"=""5""";"=""5""";"=""4""";"=""DOZOIS-PREVOST Marilou""";"=""11.05.1986""";"=""CAN""";"=""53""";"=""52.44""";"=""67""";"=""*71""";"=""*71""";"=""67""";"=""*87""";"=""87""";"=""*95""";"=""87""";"=""154""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""8""";"=""w""";"=""6""";"=""6""";"=""6""";"=""De COSTER Sarah""";"=""09.01.1986""";"=""BEL""";"=""53""";"=""52.60""";"=""53""";"=""57""";"=""*60""";"=""57""";"=""68""";"=""72""";"=""75""";"=""75""";"=""132""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""9""";"=""w""";"=""---""";"=""---""";"=""7""";"=""DRAGO Sylvie""";"=""10.11.1982""";"=""FRA""";"=""53""";"=""51.00""";"=""*61""";"=""*61""";"=""*61""";"=""---""";"=""*72""";"=""72""";"=""*76""";"=""72""";"=""0""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""10""";"=""m""";"=""1""";"=""1""";"=""1""";"=""WU Meijin""";"=""25.04.1980""";"=""CHN""";"=""56""";"=""55.92""";"=""120""";"=""*125""";"=""*125""";"=""120""";"=""150""";"=""155""";"=""---""";"=""155""";"=""275""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""11""";"=""m""";"=""2""";"=""2""";"=""2""";"=""OKUYAMA Masakazu""";"=""09.10.1983""";"=""JPN""";"=""56""";"=""55.28""";"=""99""";"=""*102""";"=""*102""";"=""99""";"=""118""";"=""120""";"=""122""";"=""122""";"=""221""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""12""";"=""m""";"=""3""";"=""3""";"=""3""";"=""AKMYRADOV Dovran""";"=""18.02.1985""";"=""TKM""";"=""56""";"=""56.00""";"=""85""";"=""92""";"=""*95""";"=""92""";"=""105""";"=""112""";"=""*119""";"=""112""";"=""204""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""13""";"=""w""";"=""1""";"=""2""";"=""1""";"=""KLEJNOWSKA-KRZYWANSKA Aleksandra Jadwiga""";"=""17.12.1982""";"=""POL""";"=""58""";"=""57.68""";"=""87""";"=""*90""";"=""*90""";"=""87""";"=""114""";"=""*118""";"=""*118""";"=""114""";"=""201""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""14""";"=""w""";"=""2""";"=""1""";"=""2""";"=""ZENG Ying""";"=""09.12.1987""";"=""CHN""";"=""58""";"=""57.62""";"=""85""";"=""*90""";"=""90""";"=""90""";"=""110""";"=""*114""";"=""*114""";"=""110""";"=""200""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""15""";"=""w""";"=""3""";"=""3""";"=""3""";"=""LIN Tsu-Ling""";"=""05.03.1984""";"=""TPE""";"=""58""";"=""56.52""";"=""75""";"=""*78""";"=""78""";"=""78""";"=""96""";"=""101""";"=""*105""";"=""101""";"=""179""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""16""";"=""w""";"=""4""";"=""4""";"=""4""";"=""KU Chih-Hua""";"=""26.06.1984""";"=""TPE""";"=""58""";"=""56.97""";"=""70""";"=""75""";"=""*80""";"=""75""";"=""95""";"=""*100""";"=""*100""";"=""95""";"=""170""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""17""";"=""w""";"=""5""";"=""5""";"=""5""";"=""HOWELL Sarah""";"=""06.11.1983""";"=""USA""";"=""58""";"=""56.27""";"=""70""";"=""*73""";"=""73""";"=""73""";"=""86""";"=""90""";"=""*93""";"=""90""";"=""163""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""18""";"=""w""";"=""6""";"=""6""";"=""6""";"=""HUBBARD Amanda""";"=""01.05.1982""";"=""USA""";"=""58""";"=""56.63""";"=""68""";"=""*70""";"=""*70""";"=""68""";"=""85""";"=""*88""";"=""*88""";"=""85""";"=""153""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""19""";"=""w""";"=""7""";"=""7""";"=""7""";"=""TEEUWEN Ingrid""";"=""30.03.1981""";"=""NED""";"=""58""";"=""54.60""";"=""38""";"=""42""";"=""*46""";"=""42""";"=""52""";"=""*57""";"=""*57""";"=""52""";"=""94""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""20""";"=""m""";"=""1""";"=""1""";"=""1""";"=""DU Binghao""";"=""17.06.1984""";"=""CHN""";"=""62""";"=""60.08""";"=""115""";"=""118""";"=""120""";"=""120""";"=""145""";"=""150""";"=""155""";"=""155""";"=""275""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""21""";"=""m""";"=""2""";"=""4""";"=""2""";"=""CULCAY Marcos""";"=""05.06.1978""";"=""ECU""";"=""62""";"=""61.98""";"=""*112""";"=""112""";"=""*113""";"=""112""";"=""*150""";"=""151""";"=""*156""";"=""151""";"=""263""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""22""";"=""m""";"=""3""";"=""2""";"=""3""";"=""HUDAYBERGENOV Tolkunbek""";"=""04.01.1986""";"=""TKM""";"=""62""";"=""61.40""";"=""*112""";"=""112""";"=""*117""";"=""112""";"=""143""";"=""148""";"=""*151""";"=""148""";"=""260""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""23""";"=""m""";"=""4""";"=""5""";"=""4""";"=""MARTIN RUBIO Manuel Dario""";"=""11.05.1977""";"=""ESP""";"=""62""";"=""62.00""";"=""*112""";"=""*112""";"=""112""";"=""112""";"=""143""";"=""148""";"=""*152""";"=""148""";"=""260""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""24""";"=""m""";"=""5""";"=""3""";"=""5""";"=""OSHIRO Ryuzo""";"=""09.04.1983""";"=""JPN""";"=""62""";"=""61.54""";"=""*108""";"=""108""";"=""112""";"=""112""";"=""133""";"=""138""";"=""*141""";"=""138""";"=""250""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""25""";"=""m""";"=""6""";"=""6""";"=""6""";"=""YAMAUCHI Kyle""";"=""05.03.1983""";"=""USA""";"=""62""";"=""61.59""";"=""102""";"=""106""";"=""108""";"=""108""";"=""127""";"=""131""";"=""135""";"=""135""";"=""243""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""26""";"=""m""";"=""7""";"=""7""";"=""7""";"=""GARCIA SERRANO Fernando Tomas""";"=""08.10.1986""";"=""ESP""";"=""62""";"=""61.83""";"=""102""";"=""*107""";"=""108""";"=""108""";"=""125""";"=""130""";"=""*136""";"=""130""";"=""238""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""27""";"=""m""";"=""8""";"=""8""";"=""8""";"=""LUSSIER Dominic""";"=""10.03.1984""";"=""CAN""";"=""62""";"=""61.04""";"=""98""";"=""*102""";"=""102""";"=""102""";"=""122""";"=""126""";"=""*130""";"=""126""";"=""228""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""28""";"=""m""";"=""9""";"=""9""";"=""9""";"=""BESSEMS Robbert""";"=""09.08.1979""";"=""NED""";"=""62""";"=""56.74""";"=""50""";"=""55""";"=""60""";"=""60""";"=""65""";"=""70""";"=""*75""";"=""70""";"=""130""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""29""";"=""w""";"=""1""";"=""1""";"=""1""";"=""LIU Xia""";"=""16.01.1981""";"=""CHN""";"=""63""";"=""62.61""";"=""95""";"=""98""";"=""*105""";"=""98""";"=""*125""";"=""*129""";"=""129""";"=""129""";"=""227""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""30""";"=""w""";"=""2""";"=""2""";"=""3""";"=""SLIVENKO Oxana""";"=""20.12.1986""";"=""RUS""";"=""63""";"=""62.56""";"=""87""";"=""92""";"=""95""";"=""95""";"=""111""";"=""118""";"=""120""";"=""120""";"=""215""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""31""";"=""w""";"=""3""";"=""5""";"=""2""";"=""SABLINA Olga""";"=""23.01.1978""";"=""KAZ""";"=""63""";"=""62.23""";"=""87""";"=""*92""";"=""*92""";"=""87""";"=""118""";"=""121""";"=""*128""";"=""121""";"=""208""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""32""";"=""w""";"=""4""";"=""3""";"=""4""";"=""MISTERSKA Dominika""";"=""20.07.1979""";"=""POL""";"=""63""";"=""62.06""";"=""90""";"=""92""";"=""*94""";"=""92""";"=""115""";"=""*118""";"=""*118""";"=""115""";"=""207""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""33""";"=""w""";"=""5""";"=""4""";"=""5""";"=""PICON Monica Maria""";"=""14.03.1984""";"=""COL""";"=""63""";"=""59.55""";"=""83""";"=""86""";"=""88""";"=""88""";"=""107""";"=""112""";"=""114""";"=""114""";"=""202""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""34""";"=""w""";"=""6""";"=""8""";"=""6""";"=""QUARTON Emily""";"=""09.08.1984""";"=""CAN""";"=""63""";"=""61.81""";"=""*77""";"=""77""";"=""*81""";"=""77""";"=""97""";"=""101""";"=""103""";"=""103""";"=""180""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""35""";"=""w""";"=""7""";"=""6""";"=""7""";"=""TOKESHI Masako""";"=""15.06.1983""";"=""JPN""";"=""63""";"=""60.40""";"=""*78""";"=""78""";"=""*81""";"=""78""";"=""*97""";"=""97""";"=""99""";"=""99""";"=""177""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""36""";"=""w""";"=""8""";"=""7""";"=""8""";"=""RUANO CASTRO Ogla""";"=""09.05.1980""";"=""GUA""";"=""63""";"=""62.62""";"=""78""";"=""*82""";"=""*82""";"=""78""";"=""*95""";"=""95""";"=""99""";"=""99""";"=""177""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""37""";"=""w""";"=""9""";"=""10""";"=""9""";"=""CIARELLI Maryn L.""";"=""04.06.1981""";"=""USA""";"=""63""";"=""62.90""";"=""75""";"=""*77""";"=""*77""";"=""75""";"=""92""";"=""94""";"=""*96""";"=""94""";"=""169""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""38""";"=""w""";"=""10""";"=""9""";"=""11""";"=""MIHAILOVA Oksana""";"=""22.02.1984""";"=""LAT""";"=""63""";"=""62.46""";"=""71""";"=""74""";"=""76""";"=""76""";"=""85""";"=""88""";"=""*91""";"=""88""";"=""164""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""39""";"=""w""";"=""11""";"=""11""";"=""10""";"=""VICENTE Antonia""";"=""30.08.1979""";"=""ESP""";"=""63""";"=""62.30""";"=""65""";"=""70""";"=""*74""";"=""70""";"=""88""";"=""92""";"=""*95""";"=""92""";"=""162""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""40""";"=""w""";"=""1""";"=""1""";"=""1""";"=""LASSEN Jean Elizabeth""";"=""26.09.1980""";"=""CAN""";"=""69""";"=""68.04""";"=""94""";"=""*98""";"=""*98""";"=""94""";"=""115""";"=""*120""";"=""122""";"=""122""";"=""216""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""41""";"=""m""";"=""1""";"=""2""";"=""1""";"=""BINAY Mete""";"=""19.01.1985""";"=""TUR""";"=""69""";"=""66.49""";"=""140""";"=""145""";"=""*147""";"=""145""";"=""160""";"=""165""";"=""167""";"=""167""";"=""312""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""42""";"=""w""";"=""2""";"=""2""";"=""2""";"=""GAUME Teresa L.""";"=""23.06.1982""";"=""USA""";"=""69""";"=""68.51""";"=""85""";"=""88""";"=""*91""";"=""88""";"=""107""";"=""112""";"=""*116""";"=""112""";"=""200""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""43""";"=""m""";"=""2""";"=""3""";"=""2""";"=""IDROVO SUAREZ Julio Cesar""";"=""15.03.1981""";"=""ECU""";"=""69""";"=""68.58""";"=""135""";"=""*140""";"=""*141""";"=""135""";"=""*153""";"=""*153""";"=""153""";"=""153""";"=""288""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""44""";"=""w""";"=""3""";"=""3""";"=""3""";"=""DOLOT Celine""";"=""17.07.1982""";"=""FRA""";"=""69""";"=""68.85""";"=""75""";"=""78""";"=""*80""";"=""78""";"=""92""";"=""*97""";"=""*97""";"=""92""";"=""170""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""45""";"=""m""";"=""3""";"=""5""";"=""3""";"=""BROWER Henry""";"=""04.01.1982""";"=""USA""";"=""69""";"=""68.76""";"=""*120""";"=""120""";"=""*124""";"=""120""";"=""*150""";"=""150""";"=""152""";"=""152""";"=""272""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""46""";"=""m""";"=""4""";"=""4""";"=""6""";"=""SUYWENS Samuel""";"=""21.01.1980""";"=""FRA""";"=""69""";"=""66.47""";"=""122""";"=""125""";"=""*127""";"=""125""";"=""143""";"=""146""";"=""*149""";"=""146""";"=""271""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""47""";"=""m""";"=""5""";"=""6""";"=""4""";"=""TAIRA Kenta""";"=""20.03.1984""";"=""JPN""";"=""69""";"=""68.80""";"=""116""";"=""*120""";"=""120""";"=""120""";"=""*151""";"=""151""";"=""*153""";"=""151""";"=""271""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""48""";"=""m""";"=""6""";"=""7""";"=""5""";"=""DOROTNIAK Pawel""";"=""17.01.1983""";"=""POL""";"=""69""";"=""68.54""";"=""*115""";"=""*116""";"=""116""";"=""116""";"=""140""";"=""145""";"=""147""";"=""147""";"=""263""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""49""";"=""m""";"=""7""";"=""9""";"=""7""";"=""BAZIN Anthony""";"=""17.08.1983""";"=""FRA""";"=""69""";"=""68.97""";"=""107""";"=""*110""";"=""*110""";"=""107""";"=""*145""";"=""145""";"=""*155""";"=""145""";"=""252""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""50""";"=""m""";"=""8""";"=""8""";"=""8""";"=""KADIRBERGENOV Sanjar""";"=""22.04.1985""";"=""TKM""";"=""69""";"=""66.56""";"=""*115""";"=""115""";"=""*120""";"=""115""";"=""135""";"=""*142""";"=""*142""";"=""135""";"=""250""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""51""";"=""m""";"=""9""";"=""10""";"=""9""";"=""JAIZKI Mendizabal""";"=""28.07.1977""";"=""ESP""";"=""69""";"=""68.36""";"=""90""";"=""96""";"=""*101""";"=""96""";"=""*110""";"=""110""";"=""*120""";"=""110""";"=""206""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""52""";"=""m""";"=""10""";"=""12""";"=""10""";"=""SHINN Ryan""";"=""20.02.1980""";"=""NED""";"=""69""";"=""68.52""";"=""75""";"=""80""";"=""*83""";"=""80""";"=""105""";"=""108""";"=""*111""";"=""108""";"=""188""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""53""";"=""m""";"=""11""";"=""11""";"=""11""";"=""MATEVOSIAN Jerevan""";"=""24.03.1983""";"=""NED""";"=""69""";"=""67.68""";"=""75""";"=""80""";"=""85""";"=""85""";"=""97""";"=""*101""";"=""*101""";"=""97""";"=""182""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""54""";"=""w""";"=""---""";"=""---""";"=""---""";"=""ZHANG Ning""";"=""02.01.1983""";"=""CHN""";"=""69""";"=""67.97""";"=""*97""";"=""*97""";"=""---""";"=""---""";"=""---""";"=""---""";"=""---""";"=""---""";"=""0""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""55""";"=""m""";"=""---""";"=""1""";"=""---""";"=""SHI Zhiyong""";"=""10.02.1980""";"=""CHN""";"=""69""";"=""66.85""";"=""150""";"=""*155""";"=""*157""";"=""150""";"=""*180""";"=""*180""";"=""*180""";"=""---""";"=""0""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""56""";"=""w""";"=""1""";"=""1""";"=""2""";"=""LIU Chunhong""";"=""29.01.1985""";"=""CHN""";"=""75""";"=""70.66""";"=""117""";"=""*122""";"=""*124""";"=""117""";"=""118""";"=""---""";"=""---""";"=""118""";"=""235""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""57""";"=""w""";"=""2""";"=""2""";"=""1""";"=""YANG Houqin""";"=""27.12.1981""";"=""CHN""";"=""75""";"=""74.36""";"=""95""";"=""100""";"=""102""";"=""102""";"=""120""";"=""*127""";"=""*130""";"=""120""";"=""222""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""58""";"=""w""";"=""3""";"=""3""";"=""3""";"=""KURAS Ewa""";"=""25.10.1982""";"=""POL""";"=""75""";"=""72.73""";"=""90""";"=""*95""";"=""*95""";"=""90""";"=""115""";"=""*120""";"=""*120""";"=""115""";"=""205""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""59""";"=""w""";"=""4""";"=""4""";"=""4""";"=""YESSIE Kara Jayne""";"=""17.03.1982""";"=""CAN""";"=""75""";"=""74.30""";"=""78""";"=""*82""";"=""82""";"=""82""";"=""98""";"=""*102""";"=""*102""";"=""98""";"=""180""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""60""";"=""m""";"=""1""";"=""1""";"=""2""";"=""YANG Xiangrong""";"=""27.01.1978""";"=""CHN""";"=""77""";"=""75.53""";"=""148""";"=""*156""";"=""156""";"=""156""";"=""186""";"=""*194""";"=""*194""";"=""186""";"=""342""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""61""";"=""m""";"=""2""";"=""5""";"=""1""";"=""YUFKIN Alexey""";"=""11.01.1986""";"=""RUS""";"=""77""";"=""74.53""";"=""137""";"=""*142""";"=""142""";"=""142""";"=""172""";"=""*188""";"=""188""";"=""188""";"=""330""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""62""";"=""m""";"=""3""";"=""2""";"=""3""";"=""ARSLAN Emrah""";"=""23.10.1982""";"=""TUR""";"=""77""";"=""75.57""";"=""145""";"=""*150""";"=""150""";"=""150""";"=""175""";"=""*180""";"=""180""";"=""180""";"=""330""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""63""";"=""m""";"=""4""";"=""3""";"=""4""";"=""SEN Ferit""";"=""08.06.1982""";"=""TUR""";"=""77""";"=""75.72""";"=""145""";"=""*150""";"=""150""";"=""150""";"=""176""";"=""180""";"=""*181""";"=""180""";"=""330""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
"=""64""";"=""m""";"=""5""";"=""4""";"=""5""";"=""KOLOSOVSKI Pavel""";"=""23.08.1981""";"=""ISR""";"=""77""";"=""76.83""";"=""*140""";"=""140""";"=""143""";"=""143""";"=""170""";"=""173""";"=""*177""";"=""173""";"=""316""";"=""8th UNIVERSITY WORLD CUP""";"=""07.2005""";
