pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""---""";"=""---""";"=""TIAN Yuan""";"=""29.01.1993""";"=""CHN""";"=""48""";"=""47.82""";"=""75""";"=""80""";"=""85""";"=""85""";"=""95""";"=""100""";"=""105""";"=""105""";"=""190""";"=""1st YOUTH OLYMPIC GAMES""";"=""08.2010""";
"=""1""";"=""w""";"=""2""";"=""---""";"=""---""";"=""PRAMONGKHOL Sirivimon""";"=""29.11.1994""";"=""THA""";"=""48""";"=""47.04""";"=""65""";"=""68""";"=""*70""";"=""68""";"=""89""";"=""95""";"=""*100""";"=""95""";"=""163""";"=""1st YOUTH OLYMPIC GAMES""";"=""08.2010""";
"=""2""";"=""w""";"=""3""";"=""---""";"=""---""";"=""RODRIGUEZ GOMEZ Genesis Lourdes""";"=""17.07.1994""";"=""VEN""";"=""48""";"=""47.57""";"=""67""";"=""70""";"=""71""";"=""71""";"=""81""";"=""83""";"=""*87""";"=""83""";"=""154""";"=""1st YOUTH OLYMPIC GAMES""";"=""08.2010""";
"=""3""";"=""w""";"=""4""";"=""---""";"=""---""";"=""NGUYEN Thi Hong""";"=""15.05.1994""";"=""VIE""";"=""48""";"=""45.82""";"=""65""";"=""*70""";"=""70""";"=""70""";"=""75""";"=""81""";"=""*87""";"=""81""";"=""151""";"=""1st YOUTH OLYMPIC GAMES""";"=""08.2010""";
"=""4""";"=""w""";"=""5""";"=""---""";"=""---""";"=""MATSA Santoshi""";"=""10.03.1994""";"=""IND""";"=""48""";"=""47.84""";"=""*62""";"=""62""";"=""65""";"=""65""";"=""80""";"=""*85""";"=""85""";"=""85""";"=""150""";"=""1st YOUTH OLYMPIC GAMES""";"=""08.2010""";
"=""5""";"=""w""";"=""6""";"=""---""";"=""---""";"=""HERNANDEZ MARTIN Atenery""";"=""10.12.1994""";"=""ESP""";"=""48""";"=""47.93""";"=""60""";"=""63""";"=""*65""";"=""63""";"=""73""";"=""76""";"=""*78""";"=""76""";"=""139""";"=""1st YOUTH OLYMPIC GAMES""";"=""08.2010""";
"=""6""";"=""w""";"=""7""";"=""---""";"=""---""";"=""KAY Khine""";"=""06.01.1994""";"=""MYA""";"=""48""";"=""45.33""";"=""50""";"=""55""";"=""*58""";"=""55""";"=""65""";"=""*70""";"=""*70""";"=""65""";"=""120""";"=""1st YOUTH OLYMPIC GAMES""";"=""08.2010""";
"=""7""";"=""w""";"=""8""";"=""---""";"=""---""";"=""BERKI Lilla""";"=""29.08.1993""";"=""HUN""";"=""48""";"=""46.03""";"=""40""";"=""43""";"=""46""";"=""46""";"=""53""";"=""57""";"=""*60""";"=""57""";"=""103""";"=""1st YOUTH OLYMPIC GAMES""";"=""08.2010""";
"=""8""";"=""w""";"=""1""";"=""---""";"=""---""";"=""KOSTOVA Boyanka Minkova""";"=""10.05.1993""";"=""BUL""";"=""53""";"=""52.73""";"=""78""";"=""82""";"=""85""";"=""85""";"=""*98""";"=""98""";"=""107""";"=""107""";"=""192""";"=""1st YOUTH OLYMPIC GAMES""";"=""08.2010""";
"=""9""";"=""w""";"=""2""";"=""---""";"=""---""";"=""KUO Hsing-Chun""";"=""26.11.1993""";"=""TPE""";"=""53""";"=""52.91""";"=""72""";"=""75""";"=""77""";"=""77""";"=""90""";"=""95""";"=""97""";"=""97""";"=""174""";"=""1st YOUTH OLYMPIC GAMES""";"=""08.2010""";
"=""10""";"=""w""";"=""3""";"=""---""";"=""---""";"=""SAFITRI Dewi""";"=""10.02.1993""";"=""INA""";"=""53""";"=""51.32""";"=""*70""";"=""71""";"=""*76""";"=""71""";"=""95""";"=""100""";"=""*103""";"=""100""";"=""171""";"=""1st YOUTH OLYMPIC GAMES""";"=""08.2010""";
"=""11""";"=""w""";"=""4""";"=""---""";"=""---""";"=""REYES MARINEZ Yineisy Paola""";"=""08.11.1993""";"=""DOM""";"=""53""";"=""52.26""";"=""*80""";"=""80""";"=""*85""";"=""80""";"=""80""";"=""*86""";"=""86""";"=""86""";"=""166""";"=""1st YOUTH OLYMPIC GAMES""";"=""08.2010""";
