pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""---""";"=""---""";"=""TAYLAN Nurcan""";"=""29.10.1983""";"=""TUR""";"=""48""";"=""47.21""";"=""0.0""";"=""0.0""";"=""0.0""";"=""97.5""";"=""0.0""";"=""0.0""";"=""0.0""";"=""112.5""";"=""210.0""";"=""XXVIII OLYMPIC GAMES""";"=""08.2004""";
"=""1""";"=""W""";"=""2""";"=""---""";"=""---""";"=""LI Zhuo""";"=""04.12.1981""";"=""CHN""";"=""48""";"=""47.65""";"=""0.0""";"=""0.0""";"=""0.0""";"=""92.5""";"=""0.0""";"=""0.0""";"=""0.0""";"=""112.5""";"=""205.0""";"=""XXVIII OLYMPIC GAMES""";"=""08.2004""";
"=""2""";"=""W""";"=""3""";"=""---""";"=""---""";"=""WIRATTHAWORN Aree""";"=""26.02.1980""";"=""THA""";"=""48""";"=""47.82""";"=""0.0""";"=""0.0""";"=""0.0""";"=""85.0""";"=""0.0""";"=""0.0""";"=""0.0""";"=""115.0""";"=""200.0""";"=""XXVIII OLYMPIC GAMES""";"=""08.2004""";
"=""3""";"=""W""";"=""4""";"=""---""";"=""---""";"=""KUNJARANI Nameirakpam Devi""";"=""01.03.1968""";"=""IND""";"=""48""";"=""47.78""";"=""0.0""";"=""0.0""";"=""0.0""";"=""82.5""";"=""0.0""";"=""0.0""";"=""0.0""";"=""107.5""";"=""190.0""";"=""XXVIII OLYMPIC GAMES""";"=""08.2004""";
"=""4""";"=""W""";"=""5""";"=""---""";"=""---""";"=""DRAGNEVA-Rifatova Izabela""";"=""01.10.1971""";"=""BUL""";"=""48""";"=""47.63""";"=""0.0""";"=""0.0""";"=""0.0""";"=""82.5""";"=""0.0""";"=""0.0""";"=""0.0""";"=""105.0""";"=""187.5""";"=""XXVIII OLYMPIC GAMES""";"=""08.2004""";
"=""5""";"=""W""";"=""6""";"=""---""";"=""---""";"=""CHEN Han-Tung""";"=""05.12.1980""";"=""TPE""";"=""48""";"=""47.62""";"=""0.0""";"=""0.0""";"=""0.0""";"=""80.0""";"=""0.0""";"=""0.0""";"=""0.0""";"=""102.5""";"=""182.5""";"=""XXVIII OLYMPIC GAMES""";"=""08.2004""";
"=""6""";"=""W""";"=""7""";"=""---""";"=""---""";"=""UDOH Blessed""";"=""17.11.1984""";"=""NGR""";"=""48""";"=""47.46""";"=""0.0""";"=""0.0""";"=""0.0""";"=""75.0""";"=""0.0""";"=""0.0""";"=""0.0""";"=""105.0""";"=""180.0""";"=""XXVIII OLYMPIC GAMES""";"=""08.2004""";
"=""7""";"=""W""";"=""8""";"=""---""";"=""---""";"=""CHOE Un Sim""";"=""06.05.1982""";"=""PRK""";"=""48""";"=""47.33""";"=""0.0""";"=""0.0""";"=""0.0""";"=""82.5""";"=""0.0""";"=""0.0""";"=""0.0""";"=""95.0""";"=""177.5""";"=""XXVIII OLYMPIC GAMES""";"=""08.2004""";
"=""8""";"=""W""";"=""9""";"=""---""";"=""---""";"=""MIYAKE Hiromi""";"=""18.11.1985""";"=""JPN""";"=""48""";"=""47.38""";"=""0.0""";"=""0.0""";"=""0.0""";"=""77.5""";"=""0.0""";"=""0.0""";"=""0.0""";"=""97.5""";"=""175.0""";"=""XXVIII OLYMPIC GAMES""";"=""08.2004""";
"=""9""";"=""W""";"=""10""";"=""---""";"=""---""";"=""CUNNINGHAM Tara""";"=""10.05.1972""";"=""USA""";"=""48""";"=""47.40""";"=""0.0""";"=""0.0""";"=""0.0""";"=""77.5""";"=""0.0""";"=""0.0""";"=""0.0""";"=""95.0""";"=""172.5""";"=""XXVIII OLYMPIC GAMES""";"=""08.2004""";
"=""10""";"=""W""";"=""11""";"=""---""";"=""---""";"=""CHEN Wei-Ling""";"=""04.01.1982""";"=""TPE""";"=""48""";"=""47.01""";"=""0.0""";"=""0.0""";"=""0.0""";"=""75.0""";"=""0.0""";"=""0.0""";"=""0.0""";"=""95.0""";"=""170.0""";"=""XXVIII OLYMPIC GAMES""";"=""08.2004""";
"=""11""";"=""W""";"=""12""";"=""---""";"=""---""";"=""PERIS Revert Gema""";"=""20.04.1983""";"=""ESP""";"=""48""";"=""47.46""";"=""0.0""";"=""0.0""";"=""0.0""";"=""77.5""";"=""0.0""";"=""0.0""";"=""0.0""";"=""90.0""";"=""167.5""";"=""XXVIII OLYMPIC GAMES""";"=""08.2004""";
"=""12""";"=""W""";"=""13""";"=""---""";"=""---""";"=""MOHAMED Sayed Enga""";"=""06.03.1985""";"=""EGY""";"=""48""";"=""47.74""";"=""0.0""";"=""0.0""";"=""0.0""";"=""75.0""";"=""0.0""";"=""0.0""";"=""0.0""";"=""90.0""";"=""165.0""";"=""XXVIII OLYMPIC GAMES""";"=""08.2004""";
"=""13""";"=""W""";"=""---""";"=""---""";"=""---""";"=""NAN Aye Khine""";"=""19.09.1976""";"=""MYA""";"=""48""";"=""47.48""";"=""0.0""";"=""0.0""";"=""0.0""";"=""----""";"=""0.0""";"=""0.0""";"=""0.0""";"=""----""";"=""0.0""";"=""XXVIII OLYMPIC GAMES""";"=""08.2004""";
