pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""ANDRIES Elena Ramona""";"=""21.09.1994""";"=""ROU""";"=""48""";"=""47.96""";"=""75""";"=""79""";"=""*80""";"=""79""";"=""94""";"=""*96""";"=""96""";"=""96""";"=""175""";"=""EUROPEAN JUNIOR CHAMPIONSHIPS""";"=""09.2011""";
"=""1""";"=""w""";"=""2""";"=""2""";"=""2""";"=""OKUR Saziye""";"=""23.02.1992""";"=""TUR""";"=""48""";"=""45.08""";"=""73""";"=""75""";"=""78""";"=""78""";"=""90""";"=""*95""";"=""95""";"=""95""";"=""173""";"=""EUROPEAN JUNIOR CHAMPIONSHIPS""";"=""09.2011""";
"=""2""";"=""w""";"=""3""";"=""4""";"=""3""";"=""FELEDYN Katarzyna Wioletta""";"=""25.11.1993""";"=""POL""";"=""48""";"=""47.76""";"=""*63""";"=""63""";"=""65""";"=""65""";"=""82""";"=""84""";"=""85""";"=""85""";"=""150""";"=""EUROPEAN JUNIOR CHAMPIONSHIPS""";"=""09.2011""";
"=""3""";"=""w""";"=""4""";"=""3""";"=""4""";"=""BONNAMANT Melanie Isabelle""";"=""30.05.1992""";"=""FRA""";"=""48""";"=""47.64""";"=""*63""";"=""63""";"=""65""";"=""65""";"=""81""";"=""83""";"=""*84""";"=""83""";"=""148""";"=""EUROPEAN JUNIOR CHAMPIONSHIPS""";"=""09.2011""";
"=""4""";"=""w""";"=""5""";"=""5""";"=""6""";"=""JASTRZEBSKA Wioleta""";"=""07.06.1992""";"=""POL""";"=""48""";"=""47.96""";"=""62""";"=""64""";"=""*66""";"=""64""";"=""78""";"=""*83""";"=""*84""";"=""78""";"=""142""";"=""EUROPEAN JUNIOR CHAMPIONSHIPS""";"=""09.2011""";
"=""5""";"=""w""";"=""6""";"=""7""";"=""5""";"=""POWELL Hannah Louise""";"=""12.12.1992""";"=""GBR""";"=""48""";"=""44.34""";"=""56""";"=""59""";"=""*62""";"=""59""";"=""76""";"=""79""";"=""*81""";"=""79""";"=""138""";"=""EUROPEAN JUNIOR CHAMPIONSHIPS""";"=""09.2011""";
"=""6""";"=""w""";"=""7""";"=""6""";"=""7""";"=""DRAGANOVA Natalia Nacheva""";"=""06.11.1993""";"=""BUL""";"=""48""";"=""48.00""";"=""58""";"=""60""";"=""*63""";"=""60""";"=""75""";"=""77""";"=""78""";"=""78""";"=""138""";"=""EUROPEAN JUNIOR CHAMPIONSHIPS""";"=""09.2011""";
"=""7""";"=""w""";"=""8""";"=""8""";"=""8""";"=""BERKI Lilla""";"=""29.08.1993""";"=""HUN""";"=""48""";"=""47.54""";"=""48""";"=""51""";"=""*53""";"=""51""";"=""60""";"=""62""";"=""*64""";"=""62""";"=""113""";"=""EUROPEAN JUNIOR CHAMPIONSHIPS""";"=""09.2011""";
"=""8""";"=""w""";"=""1""";"=""1""";"=""1""";"=""IOVU Cristina""";"=""08.11.1992""";"=""MDA""";"=""53""";"=""51.70""";"=""83""";"=""87""";"=""90""";"=""90""";"=""98""";"=""103""";"=""105""";"=""105""";"=""195""";"=""EUROPEAN JUNIOR CHAMPIONSHIPS""";"=""09.2011""";
"=""9""";"=""w""";"=""2""";"=""3""";"=""3""";"=""LUBINA Mariia""";"=""24.02.1993""";"=""RUS""";"=""53""";"=""52.66""";"=""73""";"=""77""";"=""80""";"=""80""";"=""93""";"=""97""";"=""101""";"=""101""";"=""181""";"=""EUROPEAN JUNIOR CHAMPIONSHIPS""";"=""09.2011""";
"=""10""";"=""w""";"=""3""";"=""2""";"=""4""";"=""MAKSIMOVA Kseniia""";"=""05.10.1995""";"=""RUS""";"=""53""";"=""53.00""";"=""79""";"=""83""";"=""*86""";"=""83""";"=""95""";"=""*97""";"=""98""";"=""98""";"=""181""";"=""EUROPEAN JUNIOR CHAMPIONSHIPS""";"=""09.2011""";
"=""11""";"=""w""";"=""4""";"=""6""";"=""5""";"=""TSEVELEVA Darya""";"=""20.02.1996""";"=""BLR""";"=""53""";"=""52.46""";"=""*69""";"=""69""";"=""75""";"=""75""";"=""88""";"=""*94""";"=""94""";"=""94""";"=""169""";"=""EUROPEAN JUNIOR CHAMPIONSHIPS""";"=""09.2011""";
