pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""CHEN Hsuen-Mei""";"=""06.12.1980""";"=""TPE""";"=""48""";"=""47.31""";"=""*72.5""";"=""72.5""";"=""75""";"=""75""";"=""95""";"=""100""";"=""*105""";"=""100""";"=""175""";"=""26th MEN's and 6th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""07.2000""";
"=""1""";"=""w""";"=""2""";"=""2""";"=""4""";"=""PERIS Revert Gema""";"=""20.04.1983""";"=""ESP""";"=""48""";"=""47.40""";"=""70""";"=""72.5""";"=""*75""";"=""72.5""";"=""*85""";"=""85""";"=""87.5""";"=""87.5""";"=""160""";"=""26th MEN's and 6th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""07.2000""";
"=""2""";"=""w""";"=""3""";"=""3""";"=""3""";"=""GRACIA Betsabe""";"=""11.12.1981""";"=""MEX""";"=""48""";"=""47.38""";"=""62.5""";"=""67.5""";"=""70""";"=""70""";"=""82.5""";"=""*87.5""";"=""87.5""";"=""87.5""";"=""157.5""";"=""26th MEN's and 6th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""07.2000""";
"=""3""";"=""w""";"=""4""";"=""5""";"=""2""";"=""TIKINA Gopal Tikina""";"=""05.07.1980""";"=""IND""";"=""48""";"=""47.77""";"=""65""";"=""67.5""";"=""*70""";"=""67.5""";"=""85""";"=""90""";"=""*92.5""";"=""90""";"=""157.5""";"=""26th MEN's and 6th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""07.2000""";
"=""4""";"=""w""";"=""5""";"=""4""";"=""5""";"=""NOMURA Erika""";"=""25.03.1980""";"=""JPN""";"=""48""";"=""47.65""";"=""*67.5""";"=""*67.5""";"=""67.5""";"=""67.5""";"=""85""";"=""*87.5""";"=""*90""";"=""85""";"=""152.5""";"=""26th MEN's and 6th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""07.2000""";
"=""5""";"=""w""";"=""6""";"=""6""";"=""6""";"=""TOCINO Maria Jose""";"=""22.06.1982""";"=""ESP""";"=""48""";"=""47.07""";"=""62.5""";"=""65""";"=""*67.5""";"=""65""";"=""75""";"=""80""";"=""*82.5""";"=""80""";"=""145""";"=""26th MEN's and 6th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""07.2000""";
"=""6""";"=""w""";"=""7""";"=""7""";"=""7""";"=""OSORIO Roxana""";"=""17.09.1982""";"=""COL""";"=""48""";"=""46.90""";"=""60""";"=""*62.5""";"=""62.5""";"=""62.5""";"=""70""";"=""*75""";"=""75""";"=""75""";"=""137.5""";"=""26th MEN's and 6th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""07.2000""";
"=""7""";"=""w""";"=""8""";"=""8""";"=""8""";"=""DE LUCA Enrica""";"=""01.03.1981""";"=""ITA""";"=""48""";"=""44.96""";"=""55""";"=""57.5""";"=""*60""";"=""57.5""";"=""65""";"=""67.5""";"=""*70""";"=""67.5""";"=""125""";"=""26th MEN's and 6th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""07.2000""";
"=""8""";"=""w""";"=""9""";"=""10""";"=""9""";"=""MAFTEI Cristina""";"=""19.09.1982""";"=""ROU""";"=""48""";"=""47.45""";"=""55""";"=""*60""";"=""*60""";"=""55""";"=""62.5""";"=""67.5""";"=""*72.5""";"=""67.5""";"=""122.5""";"=""26th MEN's and 6th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""07.2000""";
"=""9""";"=""w""";"=""---""";"=""9""";"=""---""";"=""McGUIRE Rebecca""";"=""28.02.1983""";"=""USA""";"=""48""";"=""47.52""";"=""52.5""";"=""55""";"=""57.5""";"=""57.5""";"=""*70""";"=""*70""";"=""*70""";"=""---""";"=""0""";"=""26th MEN's and 6th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""07.2000""";
"=""10""";"=""w""";"=""1""";"=""1""";"=""1""";"=""JUAN TELLO Estefania""";"=""17.08.1981""";"=""ESP""";"=""53""";"=""50.99""";"=""*72.5""";"=""72.5""";"=""75""";"=""75""";"=""95""";"=""97.5""";"=""*100""";"=""97.5""";"=""172.5""";"=""26th MEN's and 6th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""07.2000""";
"=""11""";"=""w""";"=""2""";"=""7""";"=""2""";"=""LEE Jung-Hee""";"=""01.01.1981""";"=""KOR""";"=""53""";"=""52.99""";"=""70""";"=""*75""";"=""*75""";"=""70""";"=""90""";"=""95""";"=""*97.5""";"=""95""";"=""165""";"=""26th MEN's and 6th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""07.2000""";
"=""12""";"=""w""";"=""3""";"=""2""";"=""3""";"=""LIN Mei-Ling""";"=""24.08.1982""";"=""TPE""";"=""53""";"=""51.73""";"=""65""";"=""67.5""";"=""70""";"=""70""";"=""90""";"=""*95""";"=""*95""";"=""90""";"=""160""";"=""26th MEN's and 6th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""07.2000""";
"=""13""";"=""w""";"=""4""";"=""3""";"=""4""";"=""VILLASMIL MENDOZA Solenny Bolivia""";"=""12.05.1981""";"=""VEN""";"=""53""";"=""52.40""";"=""*70""";"=""70""";"=""*75""";"=""70""";"=""*90""";"=""90""";"=""*95""";"=""90""";"=""160""";"=""26th MEN's and 6th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""07.2000""";
"=""14""";"=""w""";"=""5""";"=""6""";"=""5""";"=""LEE Hyun-Jung""";"=""07.07.1983""";"=""KOR""";"=""53""";"=""52.77""";"=""*70""";"=""70""";"=""*75""";"=""70""";"=""90""";"=""*95""";"=""*95""";"=""90""";"=""160""";"=""26th MEN's and 6th WOMEN's JUNIOR WORLD CHAMPIONSHIPS""";"=""07.2000""";
